record_id,date,record_type,severity,service,owner,status,linked_jira,linked_pr,linked_incident,summary,evidence
DRA-00110,2018-12-15,open_question,,cart-service,Kim Tan,closed,ATLAS-3851,PR-10470,,Open_Question for cart-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00111,2018-12-17,open_question,,notification-service,Jon Bell,watching,ATLAS-5251,PR-10099,,Open_Question for notification-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00112,2018-12-19,assumption,,search-recommendations,Priya Nair,watching,ATLAS-1288,PR-5590,,Assumption for search-recommendations: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00113,2018-12-21,risk,low,inventory-reservation,Ravi Patel,watching,ATLAS-2401,PR-8069,,Risk for inventory-reservation: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00114,2018-12-23,action,,tax-service,Yara Haddad,open,ATLAS-1314,PR-8230,,Action for tax-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00115,2018-12-24,blocker,high,payment-orchestrator,Mateo Garcia,closed,ATLAS-5534,PR-10603,,Blocker for payment-orchestrator: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00116,2018-12-26,open_question,,checkout-api,Elena Petrova,closed,ATLAS-5888,PR-8338,,Open_Question for checkout-api: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00117,2018-12-28,risk,critical,search-recommendations,Maya Chen,accepted,ATLAS-5569,PR-5615,,Risk for search-recommendations: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00118,2018-12-30,action,,tax-service,Iris Wang,open,ATLAS-3650,PR-5493,,Action for tax-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00119,2019-01-01,action,,notification-service,Ravi Patel,accepted,ATLAS-4464,PR-6707,,Action for notification-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00120,2019-01-03,blocker,critical,order-ledger,Dmitri Volkov,accepted,ATLAS-4612,PR-11596,,Blocker for order-ledger: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00121,2019-01-04,risk,medium,auth-gateway,Ben Carter,open,ATLAS-3118,PR-9801,PD-2780,Risk for auth-gateway: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00122,2019-01-06,decision,,search-recommendations,Anika Sharma,accepted,ATLAS-1149,PR-7896,PD-2483,Decision for search-recommendations: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00123,2019-01-08,decision,,order-ledger,Nora Singh,open,ATLAS-3545,PR-9162,,Decision for order-ledger: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00124,2019-01-10,risk,critical,tax-service,Ravi Patel,closed,ATLAS-5280,PR-9002,PD-2474,Risk for tax-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00125,2019-01-12,risk,high,checkout-api,Sara Novak,watching,ATLAS-2819,PR-5288,,Risk for checkout-api: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00126,2019-01-13,assumption,,cart-service,Elena Petrova,watching,ATLAS-3268,PR-7195,,Assumption for cart-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00127,2019-01-15,blocker,high,notification-service,Ben Carter,closed,ATLAS-3009,PR-10134,PD-2337,Blocker for notification-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00128,2019-01-17,assumption,,auth-gateway,Samir Rao,closed,ATLAS-1791,PR-8495,,Assumption for auth-gateway: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00129,2019-01-19,decision,,inventory-reservation,Elena Petrova,closed,ATLAS-2119,PR-5256,,Decision for inventory-reservation: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00130,2019-01-21,decision,,loyalty-service,Anika Sharma,closed,ATLAS-5902,PR-9609,PD-2556,Decision for loyalty-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00131,2019-01-23,blocker,high,cart-service,Ben Carter,watching,ATLAS-4830,PR-10991,PD-2697,Blocker for cart-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00132,2019-01-24,open_question,,inventory-reservation,Anika Sharma,open,ATLAS-5235,PR-6966,,Open_Question for inventory-reservation: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00133,2019-01-26,open_question,,tax-service,Mateo Garcia,mitigated,ATLAS-3441,PR-9677,,Open_Question for tax-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00134,2019-01-28,decision,,pricing-engine,Grace Kim,accepted,ATLAS-3581,PR-6498,PD-2558,Decision for pricing-engine: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00135,2019-01-30,open_question,,auth-gateway,Theo Martin,accepted,ATLAS-4096,PR-7496,,Open_Question for auth-gateway: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00136,2019-02-01,decision,,loyalty-service,Victor Silva,mitigated,ATLAS-5669,PR-8332,,Decision for loyalty-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00137,2019-02-02,blocker,medium,loyalty-service,Mateo Garcia,accepted,ATLAS-3134,PR-5083,PD-2542,Blocker for loyalty-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00138,2019-02-04,action,,inventory-reservation,Maya Chen,mitigated,ATLAS-6056,PR-9797,,Action for inventory-reservation: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00139,2019-02-06,risk,critical,inventory-reservation,Mateo Garcia,mitigated,ATLAS-3007,PR-8548,,Risk for inventory-reservation: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00140,2019-02-08,blocker,high,pricing-engine,Anika Sharma,watching,ATLAS-5279,PR-6269,,Blocker for pricing-engine: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00141,2019-02-10,action,,pricing-engine,Noah Evans,watching,ATLAS-3430,PR-11919,,Action for pricing-engine: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00142,2019-02-12,decision,,pricing-engine,Nora Singh,watching,ATLAS-2270,PR-9359,,Decision for pricing-engine: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00143,2019-02-13,assumption,,notification-service,Ravi Patel,accepted,ATLAS-4297,PR-6284,,Assumption for notification-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00144,2019-02-15,blocker,medium,order-ledger,Ben Carter,closed,ATLAS-3104,PR-9928,,Blocker for order-ledger: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00145,2019-02-17,blocker,low,analytics-pipeline,Dmitri Volkov,watching,ATLAS-2016,PR-7789,,Blocker for analytics-pipeline: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00146,2019-02-19,action,,cart-service,Priya Nair,watching,ATLAS-3336,PR-5375,PD-2720,Action for cart-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00147,2019-02-21,open_question,,search-recommendations,Luca Moretti,open,ATLAS-2669,PR-9530,,Open_Question for search-recommendations: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00148,2019-02-22,decision,,search-recommendations,Priya Nair,watching,ATLAS-4361,PR-8241,PD-2667,Decision for search-recommendations: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00149,2019-02-24,open_question,,analytics-pipeline,Fatima Noor,open,ATLAS-5465,PR-8939,,Open_Question for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00150,2019-02-26,action,,loyalty-service,Kim Tan,mitigated,ATLAS-2985,PR-8616,,Action for loyalty-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00151,2019-02-28,action,,loyalty-service,Luca Moretti,watching,ATLAS-5935,PR-12534,PD-2619,Action for loyalty-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00152,2019-03-02,decision,,checkout-api,Noah Evans,closed,ATLAS-3160,PR-7691,,Decision for checkout-api: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00153,2019-03-03,open_question,,order-ledger,Maya Chen,closed,ATLAS-2019,PR-5781,,Open_Question for order-ledger: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00154,2019-03-05,decision,,analytics-pipeline,Maya Chen,mitigated,ATLAS-1774,PR-8987,,Decision for analytics-pipeline: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00155,2019-03-07,open_question,,analytics-pipeline,Ravi Patel,open,ATLAS-6082,PR-9479,,Open_Question for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00156,2019-03-09,risk,high,search-recommendations,Elena Petrova,mitigated,ATLAS-2280,PR-7396,,Risk for search-recommendations: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00157,2019-03-11,open_question,,notification-service,Yara Haddad,mitigated,ATLAS-4647,PR-6319,,Open_Question for notification-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00158,2019-03-13,blocker,low,loyalty-service,Victor Silva,open,ATLAS-4770,PR-8922,,Blocker for loyalty-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00159,2019-03-14,blocker,medium,tax-service,Yara Haddad,closed,ATLAS-3976,PR-6959,,Blocker for tax-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00160,2019-03-16,action,,pricing-engine,Theo Martin,watching,ATLAS-4196,PR-6206,PD-2277,Action for pricing-engine: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00161,2019-03-18,open_question,,notification-service,Sara Novak,open,ATLAS-1633,PR-6564,,Open_Question for notification-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
