event_id,event_type,repo,branch,pr_id,commit_sha,release_id,title,author,created_at,merged_at,status,files_changed,additions,deletions,linked_issues,linked_incidents,services,risk_notes,review_outcome
GH-00107,commit,atlas-data,feature-auth-gateway-2018,PR-5107,000006b0e568,,auth-gateway: add source-grounded validation for rollout,Jon Bell,2018-07-13,,approved,5,161,839,ATLAS-2859;ATLAS-1112;ATLAS-1141,,auth-gateway,database migration risk,changes requested
GH-00108,pull_request,atlas-infra,main-payment-orchestrator-2018,PR-5108,000006c49e72,,payment-orchestrator: migrate legacy path behind feature flag,Owen Brooks,2018-07-13,2018-07-21,closed,27,951,189,ATLAS-3518,PD-2078,payment-orchestrator,needs QA evidence,approved
GH-00109,pull_request,atlas-checkout,release-cart-service-2018,PR-5109,000006d93946,,cart-service: add source-grounded validation for rollout,Nora Singh,2018-07-14,2018-07-21,merged,12,1162,540,ATLAS-3599;ATLAS-5331;ATLAS-1656,,cart-service,database migration risk,auto merged
GH-00110,pull_request,atlas-data,release-tax-service-2018,PR-5110,000006e63fe3,,"tax-service: update runbook, dashboards, and alert thresholds",Victor Silva,2018-07-13,2018-07-21,closed,4,56,42,ATLAS-3040,,tax-service,requires rollback plan,approved
GH-00111,commit,atlas-checkout,feature-payment-orchestrator-2018,,000006fae11a,,"payment-orchestrator: update runbook, dashboards, and alert thresholds",Dmitri Volkov,2018-07-13,,closed,36,1347,461,ATLAS-5263;ATLAS-4505,,payment-orchestrator,low risk,approved
GH-00112,branch,atlas-observability,feature-payment-orchestrator-2018,,00000701584e,,payment-orchestrator: reduce latency and improve retry behavior,Kim Tan,2018-07-17,,open,29,654,187,ATLAS-2138,,payment-orchestrator,watch p95 latency,approved
GH-00113,commit,atlas-data,main-inventory-reservation-2018,,0000071d81f3,,inventory-reservation: reduce latency and improve retry behavior,Theo Martin,2018-07-13,,released,20,997,327,ATLAS-3440;ATLAS-3589;ATLAS-4431,PD-2082,inventory-reservation,database migration risk,release captain approved
GH-00114,release,atlas-observability,feature-payment-orchestrator-2018,PR-5114,000007287379,REL-2018.3.14,payment-orchestrator: add source-grounded validation for rollout,Iris Wang,2018-07-16,,approved,32,455,688,ATLAS-5774;ATLAS-4910;ATLAS-5487,,payment-orchestrator,database migration risk,approved
GH-00115,commit,atlas-payments,hotfix-loyalty-service-2018,PR-5115,0000073dd85f,,loyalty-service: fix incident follow-up and regression tests,Priya Nair,2018-07-18,,closed,38,38,340,ATLAS-6045,PD-2135,loyalty-service,database migration risk,approved
GH-00116,pull_request,atlas-observability,feature-order-ledger-2018,PR-5116,00000743a1e2,,order-ledger: reduce latency and improve retry behavior,Samir Rao,2018-07-15,2018-07-17,merged,30,907,813,ATLAS-4851,PD-2175,order-ledger,needs QA evidence,changes requested
GH-00117,branch,atlas-data,hotfix-cart-service-2018,,000007505a94,,cart-service: fix incident follow-up and regression tests,Victor Silva,2018-07-16,,closed,26,579,311,ATLAS-3473;ATLAS-2948,PD-2154,cart-service,needs QA evidence,release captain approved
GH-00118,commit,atlas-observability,release-pricing-engine-2018,PR-5118,0000076857f7,,pricing-engine: reduce latency and improve retry behavior,Sara Novak,2018-07-15,,approved,11,75,53,ATLAS-1359;ATLAS-2012,,pricing-engine,database migration risk,changes requested
GH-00119,commit,atlas-orders,feature-pricing-engine-2018,,000007776cba,,pricing-engine: add source-grounded validation for rollout,Yara Haddad,2018-07-20,,approved,32,584,94,ATLAS-5740,,pricing-engine,database migration risk,changes requested
GH-00120,commit,atlas-checkout,release-pricing-engine-2018,,00000783443a,,pricing-engine: migrate legacy path behind feature flag,Theo Martin,2018-07-17,,released,33,928,898,ATLAS-4620,,pricing-engine,needs QA evidence,approved
GH-00121,review,atlas-checkout,feature-tax-service-2018,PR-5121,0000079f549d,,"tax-service: update runbook, dashboards, and alert thresholds",Kim Tan,2018-07-17,2018-07-20,released,29,77,672,ATLAS-2340,PD-2227,tax-service,low risk,auto merged
GH-00122,pull_request,atlas-payments,feature-order-ledger-2018,PR-5122,000007a0f776,,"order-ledger: update runbook, dashboards, and alert thresholds",Luca Moretti,2018-07-17,2018-07-23,merged,38,28,23,ATLAS-6113;ATLAS-4668,PD-2240,order-ledger,requires rollback plan,approved
GH-00123,pull_request,atlas-checkout,hotfix-analytics-pipeline-2018,PR-5123,000007b22cb2,,analytics-pipeline: fix incident follow-up and regression tests,Aisha Khan,2018-07-20,2018-07-21,closed,38,1220,721,ATLAS-1290;ATLAS-2831;ATLAS-3471,PD-2762,analytics-pipeline,low risk,release captain approved
GH-00124,pull_request,atlas-observability,feature-order-ledger-2018,PR-5124,000007c811cb,,order-ledger: fix incident follow-up and regression tests,Theo Martin,2018-07-18,2018-07-23,closed,18,993,455,ATLAS-2951;ATLAS-3766,PD-2663,order-ledger,requires rollback plan,auto merged
GH-00125,pull_request,atlas-checkout,feature-tax-service-2018,PR-5125,000007d4404c,,"tax-service: update runbook, dashboards, and alert thresholds",Mateo Garcia,2018-07-22,2018-07-23,open,19,1304,745,ATLAS-4105,,tax-service,needs QA evidence,approved
GH-00126,commit,atlas-data,main-cart-service-2018,,000007e3cbc4,,cart-service: migrate legacy path behind feature flag,Victor Silva,2018-07-20,,open,28,1256,747,ATLAS-3551;ATLAS-4018;ATLAS-4484,,cart-service,database migration risk,auto merged
GH-00127,commit,atlas-orders,release-tax-service-2018,,000007f68e1e,,tax-service: add source-grounded validation for rollout,Priya Nair,2018-07-20,,open,29,170,269,ATLAS-4082;ATLAS-5571;ATLAS-2067,,tax-service,requires rollback plan,auto merged
GH-00128,commit,atlas-infra,release-loyalty-service-2018,,0000080d80a3,,loyalty-service: add source-grounded validation for rollout,Grace Kim,2018-07-22,,released,16,431,743,ATLAS-1765,PD-2149,loyalty-service,watch p95 latency,changes requested
GH-00129,pull_request,atlas-observability,release-order-ledger-2018,PR-5129,00000819ad8f,,order-ledger: fix incident follow-up and regression tests,Nora Singh,2018-07-22,2018-07-23,closed,20,552,831,ATLAS-3560;ATLAS-1190,PD-2395,order-ledger,watch p95 latency,auto merged
GH-00130,pull_request,atlas-checkout,hotfix-inventory-reservation-2018,PR-5130,0000082b17b1,,inventory-reservation: migrate legacy path behind feature flag,Maya Chen,2018-07-23,2018-07-27,closed,39,273,487,ATLAS-3523;ATLAS-4808,PD-2038,inventory-reservation,needs QA evidence,auto merged
GH-00131,review,atlas-mobile,release-analytics-pipeline-2018,PR-5131,0000083c2ccb,,analytics-pipeline: add source-grounded validation for rollout,Yara Haddad,2018-07-20,2018-07-21,released,39,937,42,ATLAS-1765;ATLAS-5072,PD-2330,analytics-pipeline,database migration risk,release captain approved
GH-00132,commit,atlas-mobile,feature-auth-gateway-2018,,000008426974,,auth-gateway: reduce latency and improve retry behavior,Fatima Noor,2018-07-22,,released,42,587,789,ATLAS-1715,PD-2448,auth-gateway,requires rollback plan,auto merged
GH-00133,commit,atlas-mobile,main-pricing-engine-2018,PR-5133,00000858b288,,pricing-engine: add source-grounded validation for rollout,Priya Nair,2018-07-21,,open,7,131,618,ATLAS-4189;ATLAS-3966;ATLAS-3767,PD-2161,pricing-engine,needs QA evidence,approved
GH-00134,release,atlas-observability,feature-analytics-pipeline-2018,,000008646a52,REL-2018.3.14,analytics-pipeline: fix incident follow-up and regression tests,Victor Silva,2018-07-22,,open,24,55,196,ATLAS-2547;ATLAS-5241,PD-2225,analytics-pipeline,requires rollback plan,approved
GH-00135,pull_request,atlas-checkout,release-auth-gateway-2018,PR-5135,00000877c972,,auth-gateway: migrate legacy path behind feature flag,Aisha Khan,2018-07-24,2018-07-27,closed,24,98,891,ATLAS-4797;ATLAS-4164,,auth-gateway,requires rollback plan,auto merged
GH-00136,pull_request,atlas-observability,feature-loyalty-service-2018,PR-5136,00000883895e,,loyalty-service: add source-grounded validation for rollout,Ravi Patel,2018-07-25,2018-07-30,released,14,1312,26,ATLAS-1212;ATLAS-1595,,loyalty-service,needs QA evidence,approved
GH-00137,pull_request,atlas-data,main-order-ledger-2018,PR-5137,0000089a7ffb,,order-ledger: fix incident follow-up and regression tests,Anika Sharma,2018-07-26,2018-08-02,released,28,915,370,ATLAS-4451,PD-2645,order-ledger,requires rollback plan,changes requested
GH-00138,commit,atlas-payments,feature-search-recommendations-2018,,000008a9d80d,,search-recommendations: fix incident follow-up and regression tests,Anika Sharma,2018-07-27,,closed,18,472,737,ATLAS-5390;ATLAS-4375,,search-recommendations,needs QA evidence,approved
GH-00139,review,atlas-data,feature-analytics-pipeline-2018,PR-5139,000008ba4dd0,,analytics-pipeline: migrate legacy path behind feature flag,Aisha Khan,2018-07-27,2018-08-04,merged,32,1263,592,ATLAS-3360;ATLAS-1202;ATLAS-3641,PD-2726,analytics-pipeline,watch p95 latency,auto merged
GH-00140,review,atlas-payments,hotfix-tax-service-2018,PR-5140,000008c7988e,,tax-service: reduce latency and improve retry behavior,Elena Petrova,2018-07-27,2018-08-04,approved,16,1295,685,ATLAS-3988;ATLAS-2340;ATLAS-2076,,tax-service,needs QA evidence,release captain approved
GH-00141,pull_request,atlas-orders,hotfix-auth-gateway-2018,PR-5141,000008d3487d,,auth-gateway: migrate legacy path behind feature flag,Fatima Noor,2018-07-26,2018-08-01,open,35,424,747,ATLAS-2109,PD-2595,auth-gateway,watch p95 latency,auto merged
GH-00142,commit,atlas-checkout,main-cart-service-2018,PR-5142,000008efe3b7,,cart-service: fix incident follow-up and regression tests,Aisha Khan,2018-07-24,,closed,16,786,661,ATLAS-4601;ATLAS-3138;ATLAS-4198,PD-2448,cart-service,database migration risk,auto merged
GH-00143,commit,atlas-data,hotfix-cart-service-2018,,000008f474c0,,cart-service: reduce latency and improve retry behavior,Nora Singh,2018-07-29,,closed,40,906,731,ATLAS-2582,,cart-service,database migration risk,release captain approved
GH-00144,commit,atlas-infra,main-search-recommendations-2018,,0000090db40c,,search-recommendations: reduce latency and improve retry behavior,Luca Moretti,2018-07-26,,open,5,306,810,ATLAS-1957,,search-recommendations,low risk,approved
GH-00145,commit,atlas-observability,feature-tax-service-2018,,00000912e186,,tax-service: migrate legacy path behind feature flag,Kim Tan,2018-07-30,,approved,30,470,120,ATLAS-5383,PD-2582,tax-service,watch p95 latency,approved
GH-00146,pull_request,atlas-web,feature-checkout-api-2018,PR-5146,00000923cd38,,checkout-api: migrate legacy path behind feature flag,Maya Chen,2018-07-26,2018-07-28,released,31,482,77,ATLAS-2039,,checkout-api,watch p95 latency,approved
GH-00147,commit,atlas-payments,feature-cart-service-2018,,00000938f4ca,,cart-service: reduce latency and improve retry behavior,Jon Bell,2018-07-29,,released,8,79,479,ATLAS-3898,,cart-service,needs QA evidence,changes requested
GH-00148,review,atlas-mobile,main-tax-service-2018,PR-5148,0000094f18d3,,tax-service: reduce latency and improve retry behavior,Noah Evans,2018-07-27,2018-08-05,released,15,855,622,ATLAS-3830;ATLAS-4668;ATLAS-3181,PD-2701,tax-service,needs QA evidence,release captain approved
GH-00149,commit,atlas-orders,hotfix-checkout-api-2018,,0000095407c0,,"checkout-api: update runbook, dashboards, and alert thresholds",Victor Silva,2018-07-31,,approved,6,677,719,ATLAS-1066;ATLAS-2559,,checkout-api,requires rollback plan,release captain approved
GH-00150,commit,atlas-orders,release-inventory-reservation-2018,,00000968b5f4,,inventory-reservation: migrate legacy path behind feature flag,Ravi Patel,2018-07-31,,open,40,31,620,ATLAS-1177;ATLAS-4062,,inventory-reservation,watch p95 latency,release captain approved
GH-00151,review,atlas-mobile,main-analytics-pipeline-2018,PR-5151,0000097551dc,,analytics-pipeline: fix incident follow-up and regression tests,Ben Carter,2018-07-31,2018-08-02,approved,35,1123,885,ATLAS-5804;ATLAS-3612,,analytics-pipeline,needs QA evidence,approved
GH-00152,commit,atlas-observability,main-cart-service-2018,PR-5152,00000987481b,,cart-service: reduce latency and improve retry behavior,Harper Lee,2018-07-29,,merged,21,1367,416,ATLAS-1601;ATLAS-5883,PD-2496,cart-service,needs QA evidence,changes requested
GH-00153,pull_request,atlas-infra,release-auth-gateway-2018,PR-5153,000009979231,,auth-gateway: reduce latency and improve retry behavior,Mateo Garcia,2018-07-30,2018-08-08,approved,27,812,239,ATLAS-5380,,auth-gateway,requires rollback plan,release captain approved
GH-00154,commit,atlas-data,main-payment-orchestrator-2018,PR-5154,000009a2c50d,,payment-orchestrator: reduce latency and improve retry behavior,Elena Petrova,2018-07-29,,approved,21,1272,850,ATLAS-4847,PD-2366,payment-orchestrator,database migration risk,approved
GH-00155,commit,atlas-payments,hotfix-payment-orchestrator-2018,,000009bd4197,,payment-orchestrator: reduce latency and improve retry behavior,Aisha Khan,2018-08-02,,approved,24,73,883,ATLAS-3796;ATLAS-5013,,payment-orchestrator,low risk,release captain approved
GH-00156,review,atlas-infra,feature-inventory-reservation-2018,PR-5156,000009cf4ef5,,inventory-reservation: reduce latency and improve retry behavior,Priya Nair,2018-07-31,2018-08-09,closed,4,697,527,ATLAS-1567;ATLAS-3655;ATLAS-1789,PD-2838,inventory-reservation,needs QA evidence,auto merged
GH-00157,review,atlas-mobile,feature-cart-service-2018,PR-5157,000009df49c9,,cart-service: reduce latency and improve retry behavior,Maya Chen,2018-07-31,2018-08-06,approved,9,1344,650,ATLAS-5055;ATLAS-5759,,cart-service,watch p95 latency,auto merged
GH-00158,pull_request,atlas-mobile,release-pricing-engine-2018,PR-5158,000009ef601e,,pricing-engine: reduce latency and improve retry behavior,Noah Evans,2018-08-01,2018-08-06,closed,29,1028,688,ATLAS-1978;ATLAS-2115,,pricing-engine,watch p95 latency,approved
GH-00159,pull_request,atlas-observability,feature-loyalty-service-2018,PR-5159,000009fe41a5,,loyalty-service: migrate legacy path behind feature flag,Priya Nair,2018-07-31,2018-08-06,released,36,518,132,ATLAS-5026,PD-2626,loyalty-service,database migration risk,release captain approved
GH-00160,pull_request,atlas-infra,main-checkout-api-2018,PR-5160,00000a03e853,,checkout-api: add source-grounded validation for rollout,Harper Lee,2018-08-03,2018-08-10,open,19,577,687,ATLAS-1345;ATLAS-1420;ATLAS-1227,,checkout-api,database migration risk,approved
GH-00161,commit,atlas-observability,hotfix-auth-gateway-2018,,00000a1bf63c,,"auth-gateway: update runbook, dashboards, and alert thresholds",Theo Martin,2018-08-02,,merged,27,68,22,ATLAS-5149,PD-2496,auth-gateway,database migration risk,auto merged
GH-00162,commit,atlas-payments,feature-order-ledger-2018,PR-5162,00000a2bd543,,order-ledger: fix incident follow-up and regression tests,Theo Martin,2018-08-04,,released,16,37,475,ATLAS-1715;ATLAS-5672,PD-2592,order-ledger,watch p95 latency,approved
GH-00163,commit,atlas-web,hotfix-inventory-reservation-2018,PR-5163,00000a3a6d04,,inventory-reservation: migrate legacy path behind feature flag,Grace Kim,2018-08-02,,closed,25,645,53,ATLAS-3415;ATLAS-2848;ATLAS-2279,,inventory-reservation,requires rollback plan,release captain approved
GH-00164,commit,atlas-payments,hotfix-pricing-engine-2018,PR-5164,00000a430cd4,,"pricing-engine: update runbook, dashboards, and alert thresholds",Anika Sharma,2018-08-06,,released,25,546,493,ATLAS-3356;ATLAS-6083;ATLAS-2310,,pricing-engine,low risk,auto merged
GH-00165,commit,atlas-orders,feature-cart-service-2018,,00000a5b1546,,cart-service: migrate legacy path behind feature flag,Samir Rao,2018-08-03,,merged,2,389,212,ATLAS-2870,,cart-service,database migration risk,auto merged
GH-00166,review,atlas-checkout,release-inventory-reservation-2018,PR-5166,00000a6ee3c0,,inventory-reservation: migrate legacy path behind feature flag,Ben Carter,2018-08-06,2018-08-15,closed,38,815,604,ATLAS-5394;ATLAS-1744,,inventory-reservation,needs QA evidence,approved
GH-00167,review,atlas-orders,main-loyalty-service-2018,PR-5167,00000a77f21e,,loyalty-service: add source-grounded validation for rollout,Yara Haddad,2018-08-05,2018-08-13,released,11,575,690,ATLAS-2390,PD-2316,loyalty-service,database migration risk,changes requested
GH-00168,review,atlas-observability,main-checkout-api-2018,PR-5168,00000a8f1bb4,,checkout-api: add source-grounded validation for rollout,Yara Haddad,2018-08-04,2018-08-12,open,29,783,493,ATLAS-3861;ATLAS-1913,,checkout-api,database migration risk,auto merged
GH-00169,commit,atlas-data,hotfix-loyalty-service-2018,,00000a9bac5a,,loyalty-service: migrate legacy path behind feature flag,Yara Haddad,2018-08-08,,closed,13,45,585,ATLAS-5113,,loyalty-service,watch p95 latency,approved
GH-00170,branch,atlas-checkout,release-payment-orchestrator-2018,PR-5170,00000aa53d41,,"payment-orchestrator: update runbook, dashboards, and alert thresholds",Anika Sharma,2018-08-06,,closed,16,1369,94,ATLAS-2318;ATLAS-5662;ATLAS-3526,PD-2124,payment-orchestrator,watch p95 latency,release captain approved
