issue_key,issue_type,epic,summary,status,priority,assignee,reporter,created,updated,sprint,due_date,story_points,service,component,phase,labels,linked_prs,linked_incidents,risk_or_blocker_notes,acceptance_criteria,business_impact
ATLAS-1057,Story,ATLAS-1001,Implement notification-service contract for mobile checkout session,Closed,Medium,Elena Petrova,Iris Wang,2018-07-04,2018-09-02,Sprint 003,2018-07-25,8,notification-service,messaging,Phase 0 Legacy Stabilization,"0,jira,messaging,notification-service,risk",PR-5057,,Decision: owner Elena Petrova to validate mobile checkout session with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-5057.",Improves checkout reliability and reduces manual support triage.
ATLAS-1058,Story,ATLAS-1001,Migrate search-recommendations dependency from legacy checkout,Done,Medium,Yara Haddad,Maya Chen,2018-07-10,2018-07-24,Sprint 003,2018-08-09,3,search-recommendations,search,Phase 0 Legacy Stabilization,"0,handoff,jira,search,search-recommendations",,,"Action: add monitoring, rollback owner, and KT note for search-recommendations.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to ATLAS-1058.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-1059,Story,ATLAS-1001,Harden idempotency and retry behavior for search-recommendations,Done,Medium,Grace Kim,Ravi Patel,2018-07-08,2018-09-04,Sprint 003,2018-07-15,3,search-recommendations,search,Phase 0 Legacy Stabilization,"0,jira,risk,search,search-recommendations",PR-5059,PD-2059,Blocker: waiting on search contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to PR-5059.",Improves checkout reliability and reduces manual support triage.
ATLAS-1060,Incident Follow-up,ATLAS-1001,Reduce p95 latency in search-recommendations,Closed,Medium,Harper Lee,Theo Martin,2018-07-08,2018-08-31,Sprint 003,2018-07-22,5,search-recommendations,search,Phase 0 Legacy Stabilization,"0,jira,risk,search,search-recommendations",PR-5060,,Decision: owner Harper Lee to validate order confirmation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to PR-5060.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-1061,Epic,ATLAS-1061,"Phase 0 Legacy Stabilization: stabilize legacy checkout, map risks, build team rituals",Done,High,Anika Sharma,Luca Moretti,2018-07-05,2018-08-06,Sprint 003,2018-07-12,2,notification-service,messaging,Phase 0 Legacy Stabilization,"0,jira,messaging,notification-service,release",PR-5061,PD-2061,Customer impact: support needs clear status if fraud rule evaluation breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-5061.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-1062,Risk,ATLAS-1061,Implement search-recommendations contract for coupon timeout fallback,Done,Medium,Grace Kim,Ben Carter,2018-07-14,2018-08-28,Sprint 003,2018-07-21,3,search-recommendations,search,Phase 0 Legacy Stabilization,"0,checkout,jira,search,search-recommendations",PR-5062,,Blocker: waiting on search contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to PR-5062.",Improves onboarding because new engineers can trace decision context.
ATLAS-1063,Story,ATLAS-1061,Resolve customer escalation linked to loyalty-service,Done,Medium,Sara Novak,Samir Rao,2018-07-06,2018-09-13,Sprint 003,2018-08-20,5,loyalty-service,loyalty,Phase 0 Legacy Stabilization,"0,handoff,jira,loyalty,loyalty-service",PR-5063,,Customer impact: support needs clear status if inventory reservation breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to PR-5063.",Closes audit gap for migration readiness and operational handoff.
ATLAS-1064,Task,ATLAS-1061,Resolve customer escalation linked to notification-service,Closed,Critical,Samir Rao,Fatima Noor,2018-07-06,2018-07-13,Sprint 003,2018-08-05,5,notification-service,messaging,Phase 0 Legacy Stabilization,"0,jira,messaging,notification-service,release",PR-5064,,Customer impact: support needs clear status if tax quote consistency breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-5064.",Protects conversion during peak campaigns and regional launches.
ATLAS-1065,Risk,ATLAS-1061,Backfill data validation for cart-service,Done,High,Victor Silva,Nora Singh,2018-07-08,2018-09-02,Sprint 003,2018-08-22,3,cart-service,backend,Phase 0 Legacy Stabilization,"0,backend,cart-service,jira,release",,,Decision: owner Victor Silva to validate mobile checkout session with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to ATLAS-1065.",Improves onboarding because new engineers can trace decision context.
ATLAS-1066,Bug,ATLAS-1061,Fix coupon timeout fallback regression in inventory-reservation,Done,High,Priya Nair,Noah Evans,2018-07-14,2018-07-27,Sprint 003,2018-07-28,2,inventory-reservation,inventory,Phase 0 Legacy Stabilization,"0,handoff,inventory,inventory-reservation,jira",PR-5066,,Decision: owner Priya Nair to validate coupon timeout fallback with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to PR-5066.",Improves checkout reliability and reduces manual support triage.
ATLAS-1067,Risk,ATLAS-1061,Fix queue lag regression in search-recommendations,Done,Low,Elena Petrova,Ben Carter,2018-07-11,2018-09-12,Sprint 003,2018-08-01,13,search-recommendations,search,Phase 0 Legacy Stabilization,"0,handoff,jira,search,search-recommendations",PR-5067,,"Action: add monitoring, rollback owner, and KT note for search-recommendations.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to PR-5067.",Protects conversion during peak campaigns and regional launches.
ATLAS-1068,Story,ATLAS-1061,Implement order-ledger contract for queue lag,Done,Medium,Anika Sharma,Dmitri Volkov,2018-07-11,2018-08-04,Sprint 003,2018-09-09,8,order-ledger,orders,Phase 0 Legacy Stabilization,"0,jira,order-ledger,orders,risk",,,Customer impact: support needs clear status if queue lag breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to ATLAS-1068.",Closes audit gap for migration readiness and operational handoff.
ATLAS-1069,Risk,ATLAS-1061,Fix coupon timeout fallback regression in search-recommendations,Done,Medium,Dmitri Volkov,Ben Carter,2018-07-16,2018-08-19,Sprint 004,2018-09-14,8,search-recommendations,search,Phase 0 Legacy Stabilization,"0,checkout,jira,search,search-recommendations",,,"Action: add monitoring, rollback owner, and KT note for search-recommendations.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to ATLAS-1069.",Closes audit gap for migration readiness and operational handoff.
ATLAS-1070,Task,ATLAS-1061,Resolve customer escalation linked to pricing-engine,Done,Medium,Theo Martin,Fatima Noor,2018-07-12,2018-08-07,Sprint 003,2018-08-26,8,pricing-engine,pricing,Phase 0 Legacy Stabilization,"0,jira,kt,pricing,pricing-engine",,,"Action: add monitoring, rollback owner, and KT note for pricing-engine.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to ATLAS-1070.",Improves onboarding because new engineers can trace decision context.
ATLAS-1071,Task,ATLAS-1061,Fix idempotency regression in inventory-reservation,Done,Medium,Dmitri Volkov,Fatima Noor,2018-07-19,2018-09-25,Sprint 004,2018-08-09,8,inventory-reservation,inventory,Phase 0 Legacy Stabilization,"0,checkout,inventory,inventory-reservation,jira",,,Blocker: waiting on inventory contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to ATLAS-1071.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-1072,Incident Follow-up,ATLAS-1061,Harden idempotency and retry behavior for search-recommendations,Done,High,Luca Moretti,Iris Wang,2018-07-18,2018-09-26,Sprint 004,2018-09-16,3,search-recommendations,search,Phase 0 Legacy Stabilization,"0,jira,metrics,search,search-recommendations",,,"Action: add monitoring, rollback owner, and KT note for search-recommendations.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to ATLAS-1072.",Protects conversion during peak campaigns and regional launches.
ATLAS-1073,Bug,ATLAS-1061,Document runbook for loyalty-service,Done,High,Ben Carter,Theo Martin,2018-07-14,2018-07-16,Sprint 003,2018-07-28,8,loyalty-service,loyalty,Phase 0 Legacy Stabilization,"0,jira,loyalty,loyalty-service,metrics",,,Risk: loyalty-service can cause checkout drop if order confirmation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to ATLAS-1073.",Improves onboarding because new engineers can trace decision context.
ATLAS-1074,Story,ATLAS-1061,Document runbook for payment-orchestrator,Done,High,Victor Silva,Harper Lee,2018-07-20,2018-08-02,Sprint 004,2018-09-18,2,payment-orchestrator,payments,Phase 0 Legacy Stabilization,"0,jira,payment-orchestrator,payments,release",PR-5074,,Risk: payment-orchestrator can cause checkout drop if database index bloat fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-5074.",Protects conversion during peak campaigns and regional launches.
ATLAS-1075,Bug,ATLAS-1061,Add tracing and dashboard coverage for loyalty-service,Done,Medium,Noah Evans,Sara Novak,2018-07-14,2018-09-30,Sprint 003,2018-07-28,13,loyalty-service,loyalty,Phase 0 Legacy Stabilization,"0,jira,kt,loyalty,loyalty-service",PR-5075,PD-2075,"Action: add monitoring, rollback owner, and KT note for loyalty-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to PR-5075.",Protects conversion during peak campaigns and regional launches.
ATLAS-1076,Incident Follow-up,ATLAS-1061,Harden idempotency and retry behavior for inventory-reservation,Done,Critical,Nora Singh,Kim Tan,2018-07-17,2018-10-01,Sprint 004,2018-08-31,13,inventory-reservation,inventory,Phase 0 Legacy Stabilization,"0,checkout,inventory,inventory-reservation,jira",,PD-2076,Risk: inventory-reservation can cause checkout drop if coupon timeout fallback fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to ATLAS-1076.",Closes audit gap for migration readiness and operational handoff.
ATLAS-1077,Bug,ATLAS-1061,Document runbook for search-recommendations,Done,Critical,Mateo Garcia,Priya Nair,2018-07-14,2018-09-09,Sprint 003,2018-07-28,8,search-recommendations,search,Phase 0 Legacy Stabilization,"0,jira,risk,search,search-recommendations",PR-5077,,Decision: owner Mateo Garcia to validate payment capture with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to PR-5077.",Closes audit gap for migration readiness and operational handoff.
ATLAS-1078,Story,ATLAS-1061,Create rollback plan for analytics-pipeline,Done,Medium,Luca Moretti,Sara Novak,2018-07-14,2018-08-24,Sprint 003,2018-09-12,5,analytics-pipeline,data,Phase 0 Legacy Stabilization,"0,analytics-pipeline,data,jira,risk",PR-5078,,Decision: owner Luca Moretti to validate queue lag with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to PR-5078.",Protects conversion during peak campaigns and regional launches.
ATLAS-1079,Risk,ATLAS-1061,Implement loyalty-service contract for queue lag,Closed,High,Kim Tan,Ravi Patel,2018-07-20,2018-07-24,Sprint 004,2018-07-27,5,loyalty-service,loyalty,Phase 0 Legacy Stabilization,"0,checkout,jira,loyalty,loyalty-service",PR-5079,,Customer impact: support needs clear status if queue lag breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to PR-5079.",Closes audit gap for migration readiness and operational handoff.
ATLAS-1080,Story,ATLAS-1061,Resolve customer escalation linked to search-recommendations,Done,Critical,Aisha Khan,Dmitri Volkov,2018-07-19,2018-09-18,Sprint 004,2018-09-02,13,search-recommendations,search,Phase 0 Legacy Stabilization,"0,jira,metrics,search,search-recommendations",PR-5080,,Decision: owner Aisha Khan to validate payment capture with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to PR-5080.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-1081,Risk,ATLAS-1061,Add tracing and dashboard coverage for cart-service,Done,Critical,Sara Novak,Harper Lee,2018-07-15,2018-08-13,Sprint 003,2018-08-14,5,cart-service,backend,Phase 0 Legacy Stabilization,"0,backend,cart-service,handoff,jira",,,Risk: cart-service can cause checkout drop if order confirmation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to ATLAS-1081.",Improves onboarding because new engineers can trace decision context.
ATLAS-1082,Risk,ATLAS-1061,Resolve customer escalation linked to order-ledger,Done,Medium,Ravi Patel,Aisha Khan,2018-07-16,2018-08-28,Sprint 004,2018-07-30,3,order-ledger,orders,Phase 0 Legacy Stabilization,"0,checkout,jira,order-ledger,orders",,,Risk: order-ledger can cause checkout drop if database index bloat fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to ATLAS-1082.",Protects conversion during peak campaigns and regional launches.
ATLAS-1083,Story,ATLAS-1061,Resolve customer escalation linked to inventory-reservation,Done,Medium,Priya Nair,Dmitri Volkov,2018-07-22,2018-09-20,Sprint 004,2018-09-20,1,inventory-reservation,inventory,Phase 0 Legacy Stabilization,"0,handoff,inventory,inventory-reservation,jira",PR-5083,PD-2083,Blocker: waiting on inventory contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to PR-5083.",Closes audit gap for migration readiness and operational handoff.
