deployment_id,deployed_at,service,environment,repo,linked_pr,release_id,feature_flag,traffic_percent,status,release_captain,guardrail,linked_jira,notes
DEP-00102,2018-10-03,inventory-reservation,prod,atlas-data,PR-9537,REL-2026.1.9,flag_inventory_reservation_dual_run,1,paused,Nora Singh,error budget guard,ATLAS-2372,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-00103,2018-10-02,inventory-reservation,stage,atlas-infra,PR-10035,REL-2021.2.4,flag_inventory_reservation_dual_run,100,paused,Harper Lee,database lag guard,ATLAS-2773,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-00104,2018-10-05,cart-service,canary,atlas-web,PR-6069,REL-2024.09,flag_cart_service_regional_launch,25,rolled back,Theo Martin,support volume guard,ATLAS-1773,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-00105,2018-10-06,tax-service,stage,atlas-data,PR-9257,REL-2021.1.19,flag_tax_service_regional_launch,0,success,Harper Lee,manual approval,ATLAS-5439,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-00106,2018-10-08,search-recommendations,canary,atlas-infra,PR-6432,REL-2024.05,flag_search_recommendations_dual_run,10,rolled back,Ben Carter,manual approval,ATLAS-4710,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-00107,2018-10-09,inventory-reservation,stage,atlas-mobile,PR-5763,REL-2023.1.14,flag_inventory_reservation_rollback_guard,25,success,Theo Martin,error budget guard,ATLAS-2438,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-00108,2018-10-10,search-recommendations,prod,atlas-data,PR-8537,REL-2018.11,flag_search_recommendations_dual_run,100,paused,Yara Haddad,support volume guard,ATLAS-3702,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-00109,2018-10-10,auth-gateway,canary,atlas-mobile,PR-7476,REL-2023.4.13,flag_auth_gateway_regional_launch,50,monitoring,Victor Silva,support volume guard,ATLAS-3624,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-00110,2018-10-11,auth-gateway,canary,atlas-orders,PR-8382,REL-2022.3.12,flag_auth_gateway_dual_run,10,monitoring,Yara Haddad,error budget guard,ATLAS-5127,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-00111,2018-10-13,notification-service,prod,atlas-payments,PR-5131,REL-2022.2.19,flag_notification_service_rollback_guard,1,partial,Victor Silva,database lag guard,ATLAS-2125,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-00112,2018-10-15,inventory-reservation,stage,atlas-observability,PR-10466,REL-2023.06,flag_inventory_reservation_regional_launch,25,monitoring,Luca Moretti,support volume guard,ATLAS-1396,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-00113,2018-10-16,loyalty-service,stage,atlas-data,PR-6744,REL-2025.4.4,flag_loyalty_service_new_write_path,25,paused,Luca Moretti,database lag guard,ATLAS-3096,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-00114,2018-10-17,order-ledger,stage,atlas-payments,PR-9358,REL-2019.1.17,flag_order_ledger_new_write_path,25,success,Elena Petrova,error budget guard,ATLAS-3962,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-00115,2018-10-17,pricing-engine,prod,atlas-checkout,PR-8475,REL-2024.4.10,flag_pricing_engine_rollback_guard,1,success,Yara Haddad,manual approval,ATLAS-4124,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-00116,2018-10-18,payment-orchestrator,prod,atlas-web,PR-7351,REL-2024.3.18,flag_payment_orchestrator_new_write_path,10,monitoring,Yara Haddad,database lag guard,ATLAS-5054,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-00117,2018-10-21,loyalty-service,prod,atlas-observability,PR-8103,REL-2024.04,flag_loyalty_service_regional_launch,5,monitoring,Samir Rao,database lag guard,ATLAS-6115,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-00118,2018-10-20,order-ledger,stage,atlas-checkout,PR-5774,REL-2023.1.11,flag_order_ledger_rollback_guard,5,paused,Ben Carter,support volume guard,ATLAS-3297,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-00119,2018-10-21,search-recommendations,stage,atlas-data,PR-8555,REL-2022.1.0,flag_search_recommendations_mobile_session,75,partial,Samir Rao,error budget guard,ATLAS-4857,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-00120,2018-10-25,analytics-pipeline,canary,atlas-observability,PR-6030,REL-2019.2.0,flag_analytics_pipeline_payment_retry,10,paused,Ravi Patel,support volume guard,ATLAS-3088,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-00121,2018-10-24,tax-service,prod,atlas-payments,PR-8194,REL-2021.4.7,flag_tax_service_regional_launch,10,success,Grace Kim,database lag guard,ATLAS-3612,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-00122,2018-10-27,order-ledger,stage,atlas-observability,PR-10706,REL-2019.2.8,flag_order_ledger_regional_launch,100,monitoring,Dmitri Volkov,support volume guard,ATLAS-3722,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-00123,2018-10-28,order-ledger,prod,atlas-orders,PR-6237,REL-2026.03,flag_order_ledger_new_write_path,1,rolled back,Sara Novak,database lag guard,ATLAS-1455,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-00124,2018-10-28,loyalty-service,stage,atlas-web,PR-8377,REL-2025.3.8,flag_loyalty_service_new_write_path,10,monitoring,Harper Lee,manual approval,ATLAS-2562,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-00125,2018-10-30,pricing-engine,canary,atlas-infra,PR-7243,REL-2023.3.2,flag_pricing_engine_mobile_session,10,rolled back,Anika Sharma,support volume guard,ATLAS-4964,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-00126,2018-10-30,auth-gateway,canary,atlas-orders,PR-7865,REL-2025.1.13,flag_auth_gateway_new_write_path,0,partial,Ben Carter,error budget guard,ATLAS-1944,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-00127,2018-11-01,checkout-api,canary,atlas-observability,PR-7881,REL-2020.4.18,flag_checkout_api_new_write_path,50,monitoring,Anika Sharma,support volume guard,ATLAS-2640,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-00128,2018-11-03,order-ledger,stage,atlas-orders,PR-5102,REL-2018.07,flag_order_ledger_dual_run,75,rolled back,Yara Haddad,database lag guard,ATLAS-3023,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-00129,2018-11-04,search-recommendations,canary,atlas-data,PR-8202,REL-2023.3.14,flag_search_recommendations_regional_launch,100,success,Mateo Garcia,latency guard,ATLAS-3190,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-00130,2018-11-06,analytics-pipeline,stage,atlas-orders,PR-9632,REL-2018.4.14,flag_analytics_pipeline_payment_retry,50,rolled back,Nora Singh,database lag guard,ATLAS-1811,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-00131,2018-11-05,analytics-pipeline,stage,atlas-checkout,PR-6517,REL-2019.11,flag_analytics_pipeline_rollback_guard,5,partial,Nora Singh,error budget guard,ATLAS-2714,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-00132,2018-11-08,notification-service,prod,atlas-infra,PR-8612,REL-2020.11,flag_notification_service_mobile_session,75,rolled back,Mateo Garcia,manual approval,ATLAS-2554,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-00133,2018-11-08,notification-service,stage,atlas-web,PR-5233,REL-2024.05,flag_notification_service_dual_run,50,rolled back,Mateo Garcia,latency guard,ATLAS-3296,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-00134,2018-11-10,loyalty-service,stage,atlas-data,PR-8508,REL-2021.1.4,flag_loyalty_service_dual_run,0,partial,Aisha Khan,database lag guard,ATLAS-3864,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-00135,2018-11-12,tax-service,canary,atlas-checkout,PR-9761,REL-2021.04,flag_tax_service_new_write_path,50,monitoring,Noah Evans,latency guard,ATLAS-5619,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-00136,2018-11-11,payment-orchestrator,canary,atlas-payments,PR-8675,REL-2022.4.10,flag_payment_orchestrator_payment_retry,0,monitoring,Priya Nair,database lag guard,ATLAS-1031,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-00137,2018-11-13,analytics-pipeline,prod,atlas-checkout,PR-11862,REL-2024.4.9,flag_analytics_pipeline_mobile_session,1,success,Noah Evans,error budget guard,ATLAS-2604,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-00138,2018-11-15,pricing-engine,canary,atlas-web,PR-12131,REL-2023.1.0,flag_pricing_engine_payment_retry,100,paused,Maya Chen,database lag guard,ATLAS-5961,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-00139,2018-11-15,pricing-engine,prod,atlas-infra,PR-6915,REL-2018.3.14,flag_pricing_engine_regional_launch,1,rolled back,Ravi Patel,latency guard,ATLAS-4289,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-00140,2018-11-16,inventory-reservation,prod,atlas-checkout,PR-6300,REL-2024.4.9,flag_inventory_reservation_payment_retry,25,paused,Elena Petrova,latency guard,ATLAS-5772,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-00141,2018-11-19,cart-service,canary,atlas-data,PR-7543,REL-2018.4.12,flag_cart_service_new_write_path,100,monitoring,Aisha Khan,database lag guard,ATLAS-5640,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-00142,2018-11-18,pricing-engine,canary,atlas-observability,PR-8589,REL-2024.4.3,flag_pricing_engine_payment_retry,5,monitoring,Samir Rao,latency guard,ATLAS-4030,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-00143,2018-11-21,payment-orchestrator,prod,atlas-observability,PR-7563,REL-2022.10,flag_payment_orchestrator_regional_launch,25,monitoring,Fatima Noor,manual approval,ATLAS-4711,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-00144,2018-11-21,pricing-engine,prod,atlas-web,PR-9093,REL-2023.4.0,flag_pricing_engine_rollback_guard,10,paused,Aisha Khan,manual approval,ATLAS-3901,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-00145,2018-11-22,inventory-reservation,canary,atlas-payments,PR-7281,REL-2018.4.15,flag_inventory_reservation_regional_launch,75,monitoring,Owen Brooks,manual approval,ATLAS-5143,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-00146,2018-11-25,payment-orchestrator,canary,atlas-payments,PR-7108,REL-2025.3.8,flag_payment_orchestrator_rollback_guard,10,partial,Fatima Noor,error budget guard,ATLAS-2229,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-00147,2018-11-26,auth-gateway,canary,atlas-web,PR-11097,REL-2022.1.6,flag_auth_gateway_new_write_path,1,paused,Dmitri Volkov,latency guard,ATLAS-4491,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-00148,2018-11-27,pricing-engine,prod,atlas-infra,PR-8587,REL-2024.07,flag_pricing_engine_payment_retry,100,paused,Nora Singh,error budget guard,ATLAS-3915,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-00149,2018-11-29,notification-service,stage,atlas-checkout,PR-5186,REL-2026.1.1,flag_notification_service_regional_launch,10,paused,Fatima Noor,manual approval,ATLAS-4752,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-00150,2018-11-30,analytics-pipeline,canary,atlas-data,PR-9920,REL-2022.4.10,flag_analytics_pipeline_mobile_session,75,partial,Ravi Patel,error budget guard,ATLAS-3309,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
