date,channel,sessions,conversion_pct,p95_latency_ms,p99_latency_ms,error_rate_pct,support_tickets,payment_retries,notes,linked_jira
2018-07-22,partner-api,8904,76.82,745,1484,0.782,36,31,mobile regression,ATLAS-2018
2018-07-22,store-kiosk,9293,74.1,673,1268,0.353,48,3,mobile regression,ATLAS-4354
2018-07-23,web,17605,73.7,623,1230,0.847,25,16,normal,ATLAS-2093
2018-07-23,ios,10226,76.38,603,1205,0.206,43,11,incident watch,ATLAS-1870
2018-07-23,android,8141,74.46,675,1427,0.517,3,26,mobile regression,ATLAS-5283
2018-07-23,mobile-web,8876,76.42,796,1496,1.391,69,8,mobile regression,ATLAS-5857
2018-07-23,partner-api,8535,74.55,790,1570,0.41,1,20,mobile regression,ATLAS-6007
2018-07-23,store-kiosk,9471,76.46,703,1315,0.124,40,18,incident watch,ATLAS-4577
2018-07-24,web,15475,75.22,631,1261,0.544,62,11,payment provider watch,ATLAS-3096
2018-07-24,ios,10149,73.92,646,1324,0.564,75,29,release day,ATLAS-1808
2018-07-24,android,8240,76.22,619,1192,0.796,29,12,normal,ATLAS-4956
2018-07-24,mobile-web,8701,75.55,630,1252,0.434,64,30,normal,ATLAS-1933
2018-07-24,partner-api,8128,73.79,731,1411,0.667,56,0,mobile regression,ATLAS-4596
2018-07-24,store-kiosk,9639,76.19,600,1185,0.607,54,12,campaign,ATLAS-1530
2018-07-25,web,14337,76.91,755,1572,0.575,43,20,normal,ATLAS-5475
2018-07-25,ios,9786,73.38,621,1334,0.377,38,9,mobile regression,ATLAS-6096
2018-07-25,android,8750,76.32,709,1399,0.429,25,5,normal,ATLAS-2514
2018-07-25,mobile-web,8978,75.74,653,1380,0.656,63,12,normal,ATLAS-4409
2018-07-25,partner-api,10369,75.41,620,1221,0.167,5,1,incident watch,ATLAS-5596
2018-07-25,store-kiosk,9448,75.49,759,1559,0.384,75,16,incident watch,ATLAS-6019
2018-07-26,web,15036,76.03,671,1408,0.053,26,10,release day,ATLAS-2235
2018-07-26,ios,8877,76.18,618,1274,0.326,44,10,payment provider watch,ATLAS-4845
2018-07-26,android,8546,74.37,649,1380,0.264,2,0,campaign,ATLAS-3021
2018-07-26,mobile-web,8798,76.67,613,1196,0.125,25,4,incident watch,ATLAS-5293
2018-07-26,partner-api,8302,75.29,750,1442,0.199,24,31,release day,ATLAS-6050
2018-07-26,store-kiosk,10094,76.85,675,1381,0.469,58,12,normal,ATLAS-4389
2018-07-27,web,13914,76.18,749,1567,0.55,3,25,payment provider watch,ATLAS-3478
2018-07-27,ios,10386,75.31,691,1346,0.323,37,8,payment provider watch,ATLAS-3733
2018-07-27,android,8592,75.55,744,1508,0.81,17,8,release day,ATLAS-2054
2018-07-27,mobile-web,8492,73.2,702,1288,0.031,15,30,normal,ATLAS-3760
2018-07-27,partner-api,8228,74.25,709,1419,0.099,44,29,payment provider watch,ATLAS-1892
2018-07-27,store-kiosk,9198,74.01,668,1359,0.807,66,11,incident watch,ATLAS-5545
2018-07-28,web,16075,72.98,726,1376,0.371,56,10,release day,ATLAS-4306
2018-07-28,ios,8526,74.89,736,1530,0.355,37,1,mobile regression,ATLAS-5626
2018-07-28,android,8823,74.69,751,1449,0.191,9,9,normal,ATLAS-1040
2018-07-28,mobile-web,9931,74.19,730,1433,0.374,31,11,mobile regression,ATLAS-5693
2018-07-28,partner-api,10044,73.99,792,1484,0.334,69,0,mobile regression,ATLAS-5392
2018-07-28,store-kiosk,10087,73.79,788,1579,0.708,11,0,payment provider watch,ATLAS-5976
2018-07-29,web,17637,74.22,733,1451,0.574,50,3,campaign,ATLAS-3105
2018-07-29,ios,8959,76.05,755,1550,0.673,66,26,release day,ATLAS-4980
2018-07-29,android,8580,75.18,754,1408,0.744,46,28,payment provider watch,ATLAS-3887
2018-07-29,mobile-web,10361,76.68,752,1493,0.464,66,30,campaign,ATLAS-1080
2018-07-29,partner-api,10318,74.63,704,1385,0.569,33,27,release day,ATLAS-3254
2018-07-29,store-kiosk,8635,76.19,763,1487,0.01,1,25,campaign,ATLAS-4735
2018-07-30,web,17601,76.11,789,1561,0.271,45,8,mobile regression,ATLAS-2806
2018-07-30,ios,10208,73.83,662,1327,0.985,33,7,mobile regression,ATLAS-2009
2018-07-30,android,9583,75.44,701,1430,0.546,72,21,incident watch,ATLAS-3611
2018-07-30,mobile-web,9140,75.19,696,1320,0.311,31,12,normal,ATLAS-1303
2018-07-30,partner-api,8836,76.25,662,1335,0.378,21,23,normal,ATLAS-5933
2018-07-30,store-kiosk,10397,73.71,719,1447,0.01,24,26,payment provider watch,ATLAS-2841
2018-07-31,web,15879,76.39,621,1186,0.01,48,23,normal,ATLAS-5504
2018-07-31,ios,10359,73.02,794,1486,0.62,51,29,campaign,ATLAS-5678
2018-07-31,android,9840,73.68,636,1234,0.328,16,19,incident watch,ATLAS-5201
2018-07-31,mobile-web,8781,73.68,668,1421,0.616,58,11,incident watch,ATLAS-3840
2018-07-31,partner-api,8428,76.36,746,1409,0.887,70,13,normal,ATLAS-1218
2018-07-31,store-kiosk,9951,75.2,707,1342,0.825,48,26,payment provider watch,ATLAS-3258
2018-08-01,web,17635,74.16,792,1452,0.6,15,0,normal,ATLAS-3099
2018-08-01,ios,8497,73.79,733,1498,0.371,28,9,mobile regression,ATLAS-5845
2018-08-01,android,10208,75.64,660,1276,0.157,10,24,normal,ATLAS-3833
2018-08-01,mobile-web,9143,73.76,654,1211,0.297,72,20,campaign,ATLAS-5036
2018-08-01,partner-api,8203,73.17,703,1460,0.732,48,8,release day,ATLAS-3939
2018-08-01,store-kiosk,9899,74.99,658,1359,0.607,7,22,normal,ATLAS-5036
2018-08-02,web,14416,74.25,672,1340,0.339,13,25,payment provider watch,ATLAS-3966
2018-08-02,ios,8641,76.81,749,1402,0.516,7,0,mobile regression,ATLAS-1597
2018-08-02,android,8832,73.52,700,1451,0.236,45,1,payment provider watch,ATLAS-5710
2018-08-02,mobile-web,10231,75.38,699,1440,0.019,16,25,payment provider watch,ATLAS-2961
2018-08-02,partner-api,9609,73.98,621,1291,0.233,69,11,incident watch,ATLAS-1717
2018-08-02,store-kiosk,8889,74.34,706,1419,0.788,27,0,mobile regression,ATLAS-5868
2018-08-03,web,17338,73.12,798,1562,0.503,25,0,campaign,ATLAS-5689
2018-08-03,ios,8410,73.29,794,1548,0.162,3,27,release day,ATLAS-3494
2018-08-03,android,10302,76.41,698,1412,0.392,55,30,normal,ATLAS-5983
2018-08-03,mobile-web,9392,73.17,729,1442,0.573,6,21,release day,ATLAS-4594
2018-08-03,partner-api,9396,73.11,717,1496,0.979,37,16,campaign,ATLAS-5420
2018-08-03,store-kiosk,8563,76.77,795,1556,0.414,28,23,mobile regression,ATLAS-5746
2018-08-04,web,14851,76.11,720,1337,0.395,67,13,payment provider watch,ATLAS-3907
2018-08-04,ios,10389,74.98,662,1300,0.512,53,1,payment provider watch,ATLAS-4738
2018-08-04,android,10197,75.43,730,1405,0.993,16,24,payment provider watch,ATLAS-5402
2018-08-04,mobile-web,8485,76.25,685,1297,0.267,41,22,release day,ATLAS-1666
2018-08-04,partner-api,8626,75.3,742,1398,0.521,36,10,normal,ATLAS-4310
2018-08-04,store-kiosk,9338,75.37,706,1361,0.837,57,17,normal,ATLAS-2459
2018-08-05,web,15716,74.78,742,1447,0.485,45,15,normal,ATLAS-6162
2018-08-05,ios,10219,76.88,775,1441,0.562,74,31,campaign,ATLAS-4722
2018-08-05,android,8437,73.88,669,1234,0.602,46,26,release day,ATLAS-1789
2018-08-05,mobile-web,8574,73.5,601,1126,0.383,72,15,mobile regression,ATLAS-6165
2018-08-05,partner-api,10152,74.38,743,1557,0.356,23,18,mobile regression,ATLAS-2629
2018-08-05,store-kiosk,9361,76.03,603,1134,0.48,9,12,normal,ATLAS-1810
2018-08-06,web,15427,73.49,654,1236,0.011,2,24,normal,ATLAS-1649
2018-08-06,ios,9484,74.83,640,1333,0.4,35,16,campaign,ATLAS-2859
2018-08-06,android,9338,73.91,706,1441,0.312,38,9,release day,ATLAS-2976
2018-08-06,mobile-web,10239,74.37,711,1329,0.399,41,32,payment provider watch,ATLAS-4401
2018-08-06,partner-api,9632,73.65,627,1212,0.01,1,19,mobile regression,ATLAS-1290
2018-08-06,store-kiosk,9535,75.41,625,1237,0.437,41,30,mobile regression,ATLAS-3462
2018-08-07,web,14654,76.13,711,1467,0.807,48,1,incident watch,ATLAS-2989
2018-08-07,ios,10398,74.12,771,1423,0.736,70,12,release day,ATLAS-3990
2018-08-07,android,8226,77.01,641,1370,0.42,42,27,mobile regression,ATLAS-1928
2018-08-07,mobile-web,9531,75.16,763,1589,1.291,42,1,payment provider watch,ATLAS-1414
2018-08-07,partner-api,8818,75.4,612,1296,0.597,69,15,release day,ATLAS-3638
2018-08-07,store-kiosk,9799,76.71,609,1236,0.845,32,10,normal,ATLAS-3819
2018-08-08,web,15412,74.2,669,1395,0.224,27,1,incident watch,ATLAS-6051
2018-08-08,ios,9613,75.17,612,1177,0.099,15,10,incident watch,ATLAS-5385
2018-08-08,android,8685,73.91,794,1603,0.014,40,31,release day,ATLAS-4732
2018-08-08,mobile-web,9377,75.51,755,1451,0.664,65,18,campaign,ATLAS-1448
2018-08-08,partner-api,8634,76.41,767,1505,0.491,33,2,release day,ATLAS-1093
2018-08-08,store-kiosk,8108,75.9,601,1209,0.519,9,28,payment provider watch,ATLAS-4316
2018-08-09,web,15823,73.28,641,1250,0.557,73,8,incident watch,ATLAS-4821
2018-08-09,ios,9262,73.56,777,1452,0.112,15,24,campaign,ATLAS-2388
2018-08-09,android,8455,73.54,765,1577,0.609,29,18,normal,ATLAS-2605
2018-08-09,mobile-web,8511,73.98,705,1344,0.44,19,22,campaign,ATLAS-2667
2018-08-09,partner-api,10049,75.64,632,1181,1.074,10,27,release day,ATLAS-5806
2018-08-09,store-kiosk,9426,76.69,726,1371,0.644,51,3,payment provider watch,ATLAS-4093
2018-08-10,web,14667,75.81,717,1377,0.589,72,5,release day,ATLAS-5186
2018-08-10,ios,10102,75.85,673,1347,0.178,27,31,incident watch,ATLAS-2704
2018-08-10,android,8801,75.68,654,1378,0.181,22,16,mobile regression,ATLAS-1182
2018-08-10,mobile-web,10112,75.29,707,1430,0.461,59,27,mobile regression,ATLAS-3147
2018-08-10,partner-api,9082,76.75,629,1253,0.232,61,15,incident watch,ATLAS-2248
2018-08-10,store-kiosk,9340,74.2,798,1654,0.384,24,12,campaign,ATLAS-4285
2018-08-11,web,13780,76.82,655,1373,0.423,41,18,mobile regression,ATLAS-1307
2018-08-11,ios,8497,74.69,747,1457,0.01,34,23,incident watch,ATLAS-1120
2018-08-11,android,8776,75.03,679,1344,0.791,2,22,normal,ATLAS-4941
2018-08-11,mobile-web,9504,76.9,694,1340,0.639,51,32,mobile regression,ATLAS-4374
2018-08-11,partner-api,8566,73.85,797,1536,0.519,43,1,release day,ATLAS-4418
2018-08-11,store-kiosk,8661,73.44,670,1231,0.251,32,16,campaign,ATLAS-3258
2018-08-12,web,15388,75.88,720,1511,0.101,19,5,incident watch,ATLAS-5802
2018-08-12,ios,8780,75.75,657,1304,0.218,57,25,release day,ATLAS-2709
2018-08-12,android,9559,76.81,732,1385,0.01,61,8,release day,ATLAS-5516
2018-08-12,mobile-web,8256,76.84,727,1402,0.233,7,6,normal,ATLAS-5514
2018-08-12,partner-api,10315,75.69,717,1315,0.413,37,23,release day,ATLAS-2030
2018-08-12,store-kiosk,9584,75.24,727,1449,0.48,53,9,incident watch,ATLAS-5162
2018-08-13,web,15403,75.13,649,1191,0.66,17,8,mobile regression,ATLAS-3882
2018-08-13,ios,8440,76.71,676,1368,0.319,3,17,normal,ATLAS-4354
2018-08-13,android,9067,74.96,610,1188,0.135,9,6,normal,ATLAS-3765
2018-08-13,mobile-web,9023,75.51,608,1168,0.511,46,32,payment provider watch,ATLAS-2593
2018-08-13,partner-api,9821,75.38,605,1256,0.931,21,13,payment provider watch,ATLAS-5799
2018-08-13,store-kiosk,10097,73.71,799,1553,0.308,55,2,mobile regression,ATLAS-4458
2018-08-14,web,13800,73.57,741,1545,0.39,23,19,payment provider watch,ATLAS-5676
2018-08-14,ios,8202,75.09,636,1248,0.09,6,25,payment provider watch,ATLAS-4646
2018-08-14,android,8190,74.13,621,1187,0.411,54,21,incident watch,ATLAS-2758
2018-08-14,mobile-web,9241,75.72,750,1550,0.874,46,16,mobile regression,ATLAS-4235
2018-08-14,partner-api,9449,74.14,762,1455,0.442,36,25,campaign,ATLAS-4465
2018-08-14,store-kiosk,10211,76.34,631,1181,0.133,20,22,mobile regression,ATLAS-4422
2018-08-15,web,17452,76.08,633,1162,0.253,64,11,incident watch,ATLAS-3000
2018-08-15,ios,9056,76.69,623,1154,0.641,60,23,normal,ATLAS-3162
2018-08-15,android,9212,73.5,668,1385,0.381,50,30,incident watch,ATLAS-5042
2018-08-15,mobile-web,9127,75.84,626,1302,0.168,4,21,payment provider watch,ATLAS-3619
2018-08-15,partner-api,8312,74.22,655,1220,0.156,58,19,normal,ATLAS-4692
2018-08-15,store-kiosk,9642,74.84,709,1307,0.584,56,2,incident watch,ATLAS-2672
2018-08-16,web,15646,74.03,634,1167,0.138,66,7,payment provider watch,ATLAS-2357
2018-08-16,ios,9142,73.79,798,1506,0.63,48,31,payment provider watch,ATLAS-2132
2018-08-16,android,10037,76.0,626,1264,0.393,60,19,campaign,ATLAS-6016
2018-08-16,mobile-web,8251,73.52,776,1497,0.666,31,29,mobile regression,ATLAS-1572
2018-08-16,partner-api,9712,73.86,758,1556,0.248,29,15,incident watch,ATLAS-1851
2018-08-16,store-kiosk,9598,75.91,683,1449,1.133,30,4,mobile regression,ATLAS-5485
2018-08-17,web,16654,76.21,788,1459,0.697,35,20,incident watch,ATLAS-4001
2018-08-17,ios,8834,75.83,752,1502,0.3,52,6,normal,ATLAS-5031
2018-08-17,android,8433,76.79,615,1182,0.297,34,10,payment provider watch,ATLAS-1569
2018-08-17,mobile-web,8786,74.93,758,1408,0.58,40,27,campaign,ATLAS-3437
2018-08-17,partner-api,8151,76.05,628,1328,0.414,61,6,incident watch,ATLAS-2961
2018-08-17,store-kiosk,8632,76.72,742,1418,0.782,23,9,incident watch,ATLAS-1207
2018-08-18,web,16826,73.17,660,1399,0.038,45,22,payment provider watch,ATLAS-5619
2018-08-18,ios,8424,74.97,738,1525,0.051,75,32,payment provider watch,ATLAS-2905
2018-08-18,android,10049,75.44,675,1275,0.384,68,21,release day,ATLAS-3175
2018-08-18,mobile-web,8888,72.94,752,1455,0.422,10,5,incident watch,ATLAS-4067
2018-08-18,partner-api,10062,76.47,693,1305,0.559,61,23,payment provider watch,ATLAS-3155
2018-08-18,store-kiosk,8547,73.12,656,1228,0.658,27,3,campaign,ATLAS-2660
2018-08-19,web,14713,73.31,727,1516,0.01,29,30,normal,ATLAS-5967
2018-08-19,ios,9884,74.74,756,1579,0.054,63,17,payment provider watch,ATLAS-5868
2018-08-19,android,8411,75.04,719,1425,0.417,25,16,mobile regression,ATLAS-4813
2018-08-19,mobile-web,10064,76.36,641,1316,0.95,22,1,release day,ATLAS-3048
2018-08-19,partner-api,8593,75.23,607,1273,0.013,15,21,release day,ATLAS-3289
2018-08-19,store-kiosk,10107,74.0,667,1221,0.616,38,31,campaign,ATLAS-4773
2018-08-20,web,14409,76.7,786,1444,0.759,10,25,campaign,ATLAS-4575
2018-08-20,ios,8246,76.77,613,1144,0.662,70,13,incident watch,ATLAS-4971
2018-08-20,android,8595,75.31,617,1276,0.777,37,14,mobile regression,ATLAS-4232
2018-08-20,mobile-web,9318,76.22,687,1455,0.403,48,0,mobile regression,ATLAS-3106
2018-08-20,partner-api,8516,75.62,631,1296,0.481,16,8,campaign,ATLAS-4652
2018-08-20,store-kiosk,9579,74.98,774,1451,0.396,42,3,campaign,ATLAS-1533
2018-08-21,web,15973,76.95,615,1238,0.616,25,15,payment provider watch,ATLAS-5783
2018-08-21,ios,9895,74.04,639,1275,0.492,31,0,campaign,ATLAS-3131
2018-08-21,android,8204,74.61,769,1593,0.302,28,31,campaign,ATLAS-3090
2018-08-21,mobile-web,8157,73.87,666,1352,0.763,70,29,payment provider watch,ATLAS-5910
2018-08-21,partner-api,10268,73.65,722,1457,0.01,3,4,mobile regression,ATLAS-2733
2018-08-21,store-kiosk,8595,74.12,796,1636,0.425,74,14,mobile regression,ATLAS-4499
2018-08-22,web,14519,75.35,690,1416,0.587,24,16,campaign,ATLAS-2339
2018-08-22,ios,8542,74.73,648,1218,0.589,26,21,normal,ATLAS-2640
2018-08-22,android,10372,73.51,647,1283,0.438,10,11,payment provider watch,ATLAS-2567
2018-08-22,mobile-web,9174,76.72,736,1543,0.322,28,14,campaign,ATLAS-1714
2018-08-22,partner-api,9836,76.68,724,1337,0.579,20,27,normal,ATLAS-3046
2018-08-22,store-kiosk,8953,75.19,605,1125,0.369,64,27,campaign,ATLAS-3420
2018-08-23,web,17333,74.03,645,1204,0.875,71,29,mobile regression,ATLAS-3301
2018-08-23,ios,9606,74.66,656,1282,0.385,39,1,payment provider watch,ATLAS-2414
2018-08-23,android,8600,73.44,655,1241,0.512,2,18,mobile regression,ATLAS-1450
2018-08-23,mobile-web,9894,73.65,643,1347,0.156,41,13,normal,ATLAS-5803
2018-08-23,partner-api,9477,75.22,667,1415,0.393,67,25,mobile regression,ATLAS-1869
2018-08-23,store-kiosk,9467,73.48,676,1292,0.723,41,15,payment provider watch,ATLAS-3964
2018-08-24,web,16660,74.97,682,1330,0.11,5,21,campaign,ATLAS-4760
2018-08-24,ios,9352,73.94,709,1367,0.132,47,3,incident watch,ATLAS-1659
2018-08-24,android,8808,75.49,789,1495,0.895,15,13,incident watch,ATLAS-3984
2018-08-24,mobile-web,9605,74.65,660,1315,0.425,56,17,mobile regression,ATLAS-5249
2018-08-24,partner-api,9682,74.07,657,1245,0.112,22,25,mobile regression,ATLAS-2074
2018-08-24,store-kiosk,9594,74.67,698,1368,0.475,3,30,incident watch,ATLAS-5145
2018-08-25,web,17115,73.99,798,1532,0.381,38,19,incident watch,ATLAS-6141
2018-08-25,ios,9953,75.13,671,1387,0.803,13,4,normal,ATLAS-4452
2018-08-25,android,10252,77.03,608,1188,0.483,45,9,mobile regression,ATLAS-3292
2018-08-25,mobile-web,9729,74.33,684,1337,0.569,4,8,release day,ATLAS-1433
2018-08-25,partner-api,9696,76.93,625,1233,0.296,64,19,release day,ATLAS-4854
2018-08-25,store-kiosk,9783,75.72,688,1429,0.086,10,15,campaign,ATLAS-5670
2018-08-26,web,15257,75.39,702,1434,0.266,24,10,release day,ATLAS-3410
2018-08-26,ios,9440,75.37,799,1486,0.192,7,2,release day,ATLAS-2931
2018-08-26,android,8575,76.74,667,1377,0.114,12,17,release day,ATLAS-6014
2018-08-26,mobile-web,8108,74.51,634,1359,0.608,3,3,payment provider watch,ATLAS-3385
2018-08-26,partner-api,10362,74.81,609,1128,0.728,53,23,release day,ATLAS-3781
2018-08-26,store-kiosk,9388,74.61,699,1445,0.636,25,9,incident watch,ATLAS-1609
2018-08-27,web,14314,73.83,617,1313,0.01,55,26,normal,ATLAS-5490
2018-08-27,ios,8581,75.76,790,1442,0.652,73,4,release day,ATLAS-4186
2018-08-27,android,8545,75.02,794,1492,0.393,35,31,normal,ATLAS-1782
2018-08-27,mobile-web,8104,73.86,668,1388,0.597,43,6,normal,ATLAS-5897
2018-08-27,partner-api,8238,76.99,610,1197,0.605,73,2,incident watch,ATLAS-3567
2018-08-27,store-kiosk,8668,74.72,656,1315,0.72,13,14,campaign,ATLAS-1519
2018-08-28,web,16843,76.16,766,1484,0.511,31,20,mobile regression,ATLAS-4395
2018-08-28,ios,8971,74.64,749,1470,0.437,72,4,normal,ATLAS-6159
2018-08-28,android,8319,73.76,614,1156,0.01,61,29,payment provider watch,ATLAS-2578
2018-08-28,mobile-web,8746,74.87,662,1258,0.434,14,10,payment provider watch,ATLAS-1546
2018-08-28,partner-api,10394,74.6,733,1440,0.39,50,6,mobile regression,ATLAS-5996
2018-08-28,store-kiosk,8777,76.6,675,1279,0.193,13,1,campaign,ATLAS-1992
2018-08-29,web,15179,73.28,720,1370,0.892,23,1,payment provider watch,ATLAS-3948
2018-08-29,ios,9997,75.37,737,1545,0.151,9,23,mobile regression,ATLAS-4002
2018-08-29,android,9236,74.47,695,1404,0.514,8,20,payment provider watch,ATLAS-5459
2018-08-29,mobile-web,10357,76.06,691,1388,0.102,24,26,campaign,ATLAS-2374
2018-08-29,partner-api,9221,75.0,639,1179,0.038,33,6,incident watch,ATLAS-4439
2018-08-29,store-kiosk,8392,74.62,617,1182,0.541,50,1,release day,ATLAS-4534
2018-08-30,web,14832,73.87,682,1400,0.358,59,8,payment provider watch,ATLAS-2160
2018-08-30,ios,9160,73.45,785,1436,0.762,7,31,mobile regression,ATLAS-5897
2018-08-30,android,8509,73.92,755,1488,0.01,74,31,incident watch,ATLAS-2728
2018-08-30,mobile-web,8769,74.73,607,1249,0.755,18,29,normal,ATLAS-2391
2018-08-30,partner-api,9368,74.34,785,1463,0.436,29,2,payment provider watch,ATLAS-4210
2018-08-30,store-kiosk,8572,76.53,681,1253,0.797,22,16,campaign,ATLAS-4816
2018-08-31,web,16510,75.68,773,1547,0.596,24,22,payment provider watch,ATLAS-4742
2018-08-31,ios,8136,73.43,741,1480,0.857,47,26,payment provider watch,ATLAS-4331
2018-08-31,android,9220,74.96,762,1580,0.449,62,31,campaign,ATLAS-2052
2018-08-31,mobile-web,9806,76.58,683,1328,0.462,65,26,release day,ATLAS-2920
2018-08-31,partner-api,8728,74.72,724,1475,0.01,1,22,mobile regression,ATLAS-2818
2018-08-31,store-kiosk,10382,74.44,653,1298,0.878,31,2,campaign,ATLAS-1836
2018-09-01,web,16605,75.99,706,1414,0.935,28,20,incident watch,ATLAS-5624
2018-09-01,ios,10027,73.47,732,1462,0.816,0,11,incident watch,ATLAS-2037
2018-09-01,android,9150,75.23,726,1327,0.29,38,21,campaign,ATLAS-1999
2018-09-01,mobile-web,9159,76.63,667,1415,0.289,5,25,normal,ATLAS-3328
2018-09-01,partner-api,8262,74.08,621,1258,0.561,18,26,campaign,ATLAS-3249
2018-09-01,store-kiosk,8204,74.3,629,1166,0.443,25,11,release day,ATLAS-3391
2018-09-02,web,17360,73.71,725,1399,0.667,20,23,release day,ATLAS-1660
2018-09-02,ios,9383,74.11,657,1207,0.611,46,15,payment provider watch,ATLAS-5422
2018-09-02,android,9040,76.93,639,1231,0.01,50,0,incident watch,ATLAS-4131
2018-09-02,mobile-web,8841,75.48,648,1213,0.427,19,22,incident watch,ATLAS-3594
2018-09-02,partner-api,8580,76.2,785,1588,0.305,54,21,mobile regression,ATLAS-5611
2018-09-02,store-kiosk,8413,74.19,674,1266,0.553,8,25,release day,ATLAS-3018
2018-09-03,web,14385,75.74,759,1489,0.537,24,13,normal,ATLAS-2179
2018-09-03,ios,9361,75.68,652,1274,0.512,15,25,release day,ATLAS-5014
2018-09-03,android,9415,73.68,730,1467,0.807,6,8,release day,ATLAS-5190
2018-09-03,mobile-web,9196,76.29,626,1147,0.353,1,32,mobile regression,ATLAS-2808
2018-09-03,partner-api,9693,74.03,790,1597,0.488,37,7,incident watch,ATLAS-1298
2018-09-03,store-kiosk,10030,76.05,717,1454,0.01,69,23,campaign,ATLAS-2246
2018-09-04,web,13878,75.55,738,1371,0.436,72,20,payment provider watch,ATLAS-5417
2018-09-04,ios,9954,73.14,635,1209,0.742,61,27,campaign,ATLAS-4463
2018-09-04,android,9760,73.4,777,1573,0.623,31,1,release day,ATLAS-5176
2018-09-04,mobile-web,8490,74.88,692,1344,0.809,20,29,release day,ATLAS-1535
2018-09-04,partner-api,9513,73.77,625,1179,0.219,63,0,release day,ATLAS-2936
2018-09-04,store-kiosk,9782,75.11,635,1209,0.061,23,27,mobile regression,ATLAS-4200
2018-09-05,web,17476,75.64,709,1302,0.307,42,23,release day,ATLAS-1250
2018-09-05,ios,9633,75.41,765,1516,0.304,1,29,incident watch,ATLAS-5974
2018-09-05,android,9481,75.8,659,1292,0.222,50,3,release day,ATLAS-3407
2018-09-05,mobile-web,8633,76.13,798,1620,0.38,3,7,release day,ATLAS-2531
2018-09-05,partner-api,9915,76.08,623,1334,0.672,50,1,release day,ATLAS-1149
2018-09-05,store-kiosk,8130,76.82,719,1318,0.523,33,26,normal,ATLAS-1522
2018-09-06,web,15140,73.66,683,1276,0.625,66,32,incident watch,ATLAS-4533
2018-09-06,ios,9557,75.95,723,1465,0.473,49,24,campaign,ATLAS-6179
