trace_id,jira_key,pr_id,incident_id,release_id,service,evidence_type,source_system,traceability_note
TRACE-00132,ATLAS-1087,PR-5121,,REL-2018.07,checkout-api,runbook,confluence,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00133,ATLAS-5463,PR-6380,,REL-2019.4.15,checkout-api,business_requirement,support,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00134,ATLAS-6128,PR-11804,,REL-2024.1.5,analytics-pipeline,risk,database,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00135,ATLAS-4804,PR-9525,PD-2475,REL-2018.08,cart-service,support_case,database,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00136,ATLAS-3981,PR-11260,PD-2151,REL-2024.11,search-recommendations,business_requirement,database,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00137,ATLAS-4012,PR-8358,,REL-2025.3.11,loyalty-service,support_case,github,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00138,ATLAS-4160,PR-6913,,REL-2023.3.16,notification-service,decision,pagerduty,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00139,ATLAS-1989,PR-8489,,REL-2022.3.4,notification-service,deployment,jira,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00140,ATLAS-3604,PR-9367,,REL-2024.1.2,payment-orchestrator,business_requirement,email,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00141,ATLAS-4857,PR-5870,PD-2695,REL-2018.3.14,inventory-reservation,decision,pagerduty,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00142,ATLAS-1681,PR-7743,,REL-2024.07,search-recommendations,metric,github,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00143,ATLAS-1475,PR-8731,PD-2670,REL-2021.4.16,notification-service,runbook,grafana,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00144,ATLAS-1531,PR-12142,,REL-2020.02,pricing-engine,db_health,email,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00145,ATLAS-5921,PR-8518,,REL-2023.3.12,pricing-engine,decision,teams,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00146,ATLAS-1094,PR-7957,,REL-2020.3.10,tax-service,runbook,teams,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00147,ATLAS-2307,PR-9430,PD-2411,REL-2022.12,cart-service,risk,grafana,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00148,ATLAS-4557,PR-6508,,REL-2018.4.6,checkout-api,business_requirement,jira,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00149,ATLAS-1004,PR-6206,,REL-2026.05,payment-orchestrator,support_case,pagerduty,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00150,ATLAS-2130,PR-10842,,REL-2022.4.2,order-ledger,runbook,teams,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00151,ATLAS-1059,PR-9067,,REL-2019.2.15,checkout-api,support_case,jira,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00152,ATLAS-2872,PR-8155,PD-2813,REL-2025.08,notification-service,db_health,jira,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00153,ATLAS-6163,PR-8447,PD-2173,REL-2021.09,cart-service,runbook,email,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00154,ATLAS-3752,PR-6055,,REL-2025.1.16,order-ledger,decision,teams,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00155,ATLAS-1896,PR-9483,PD-2559,REL-2021.10,checkout-api,support_case,support,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00156,ATLAS-5658,PR-10367,PD-2496,REL-2018.3.17,order-ledger,business_requirement,pagerduty,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00157,ATLAS-3641,PR-12407,,REL-2025.4.2,loyalty-service,runbook,database,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00158,ATLAS-4182,PR-8560,PD-2269,REL-2019.2.19,tax-service,support_case,github,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00159,ATLAS-1234,PR-6650,PD-2490,REL-2021.1.7,order-ledger,business_requirement,teams,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00160,ATLAS-3164,PR-7490,PD-2500,REL-2023.1.19,checkout-api,decision,grafana,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00161,ATLAS-5047,PR-6973,PD-2810,REL-2026.1.9,payment-orchestrator,deployment,pagerduty,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00162,ATLAS-2020,PR-10748,PD-2202,REL-2021.4.9,order-ledger,business_requirement,teams,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00163,ATLAS-3576,PR-6100,,REL-2024.4.8,notification-service,runbook,pagerduty,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00164,ATLAS-5080,PR-11919,,REL-2019.07,loyalty-service,runbook,grafana,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00165,ATLAS-4379,PR-5889,PD-2674,REL-2022.07,analytics-pipeline,decision,jira,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00166,ATLAS-6090,PR-8215,,REL-2022.1.5,pricing-engine,business_requirement,support,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00167,ATLAS-5112,PR-9210,,REL-2021.02,auth-gateway,runbook,email,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00168,ATLAS-4645,PR-8767,PD-2280,REL-2020.3.19,inventory-reservation,db_health,grafana,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00169,ATLAS-4971,PR-12549,,REL-2019.09,auth-gateway,support_case,support,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00170,ATLAS-2753,PR-10861,,REL-2022.1.15,search-recommendations,runbook,teams,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00171,ATLAS-2683,PR-6654,,REL-2026.1.6,inventory-reservation,runbook,grafana,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00172,ATLAS-2895,PR-8265,,REL-2022.1.6,analytics-pipeline,runbook,jira,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00173,ATLAS-2146,PR-7458,,REL-2025.12,payment-orchestrator,db_health,database,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00174,ATLAS-4056,PR-8115,PD-2876,REL-2019.3.9,loyalty-service,metric,database,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00175,ATLAS-2263,PR-5402,PD-2583,REL-2022.4.10,checkout-api,business_requirement,github,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00176,ATLAS-1377,PR-8572,,REL-2024.09,analytics-pipeline,risk,email,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00177,ATLAS-3390,PR-9883,PD-2772,REL-2020.12,checkout-api,risk,github,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00178,ATLAS-5683,PR-5467,,REL-2026.2.0,tax-service,decision,email,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00179,ATLAS-1351,PR-11234,,REL-2019.10,inventory-reservation,db_health,email,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00180,ATLAS-5148,PR-6076,,REL-2019.1.6,loyalty-service,runbook,pagerduty,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00181,ATLAS-5444,PR-7031,PD-2257,REL-2021.4.19,checkout-api,support_case,email,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00182,ATLAS-5705,PR-9635,,REL-2021.4.12,cart-service,db_health,jira,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00183,ATLAS-2914,PR-9153,,REL-2020.3.14,analytics-pipeline,runbook,support,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00184,ATLAS-5295,PR-5815,,REL-2021.01,payment-orchestrator,metric,pagerduty,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00185,ATLAS-3350,PR-8100,,REL-2020.11,notification-service,metric,pagerduty,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
