incident_id,started_at,resolved_at,duration_minutes,severity,service,incident_commander,on_call_engineer,status,root_cause,customer_impact,linked_jira,linked_pr,action_items
PD-2115,2019-06-03,2019-06-03,129,SEV2,auth-gateway,Victor Silva,Ravi Patel,resolved,queue backlog,checkout errors increased,ATLAS-2537,PR-6694,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2116,2019-06-08,2019-06-08,5,SEV4,notification-service,Priya Nair,Samir Rao,resolved,cache stampede,support ticket volume increased,ATLAS-3725,PR-6767,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2117,2019-06-14,2019-06-14,109,SEV2,checkout-api,Grace Kim,Grace Kim,follow-up open,bad deployment,orders delayed,ATLAS-3298,PR-5885,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2118,2019-06-15,2019-06-15,25,SEV3,analytics-pipeline,Samir Rao,Kim Tan,postmortem complete,queue backlog,support ticket volume increased,ATLAS-4833,PR-9712,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2119,2019-06-16,2019-06-16,29,SEV4,payment-orchestrator,Owen Brooks,Elena Petrova,follow-up open,inventory reservation deadlock,checkout errors increased,ATLAS-5827,PR-7607,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2120,2019-06-21,2019-06-21,64,SEV4,search-recommendations,Kim Tan,Ravi Patel,follow-up open,feature flag misconfiguration,orders delayed,ATLAS-2111,PR-5335,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2121,2019-06-27,2019-06-27,69,SEV3,auth-gateway,Iris Wang,Owen Brooks,resolved,payment provider timeout,checkout errors increased,ATLAS-2608,PR-6894,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2122,2019-06-29,2019-06-29,20,SEV4,auth-gateway,Grace Kim,Iris Wang,postmortem complete,cache stampede,payment retries increased,ATLAS-2356,PR-6372,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2123,2019-07-01,2019-07-01,32,SEV3,tax-service,Anika Sharma,Fatima Noor,follow-up open,feature flag misconfiguration,checkout errors increased,ATLAS-3125,PR-6109,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2124,2019-07-07,2019-07-07,59,SEV3,analytics-pipeline,Ravi Patel,Anika Sharma,resolved,queue backlog,no customer impact detected,ATLAS-5272,PR-8135,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2125,2019-07-09,2019-07-09,21,SEV4,cart-service,Ravi Patel,Sara Novak,postmortem complete,cache stampede,orders delayed,ATLAS-6081,PR-8731,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2126,2019-07-12,2019-07-12,44,SEV4,tax-service,Samir Rao,Elena Petrova,postmortem complete,bad deployment,support ticket volume increased,ATLAS-5910,PR-9669,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2127,2019-07-16,2019-07-16,112,SEV2,checkout-api,Ben Carter,Priya Nair,follow-up open,cache stampede,no customer impact detected,ATLAS-1571,PR-7037,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2128,2019-07-17,2019-07-17,88,SEV3,analytics-pipeline,Samir Rao,Maya Chen,follow-up open,feature flag misconfiguration,checkout errors increased,ATLAS-2784,PR-5420,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2129,2019-07-22,2019-07-22,87,SEV2,order-ledger,Fatima Noor,Priya Nair,postmortem complete,payment provider timeout,payment retries increased,ATLAS-5350,PR-9183,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2130,2019-07-25,2019-07-25,10,SEV4,tax-service,Dmitri Volkov,Sara Novak,follow-up open,payment provider timeout,payment retries increased,ATLAS-1219,PR-8060,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2131,2019-07-25,2019-07-25,22,SEV4,order-ledger,Nora Singh,Theo Martin,postmortem complete,cache stampede,no customer impact detected,ATLAS-4373,PR-5153,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2132,2019-07-31,2019-07-31,66,SEV3,payment-orchestrator,Priya Nair,Victor Silva,postmortem complete,schema migration lock,orders delayed,ATLAS-3572,PR-9888,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2133,2019-08-04,2019-08-04,5,SEV4,inventory-reservation,Victor Silva,Grace Kim,resolved,tax provider latency,orders delayed,ATLAS-5320,PR-6844,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2134,2019-08-06,2019-08-06,237,SEV1,payment-orchestrator,Jon Bell,Kim Tan,resolved,bad deployment,no customer impact detected,ATLAS-1802,PR-6848,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2135,2019-08-07,2019-08-07,116,SEV3,analytics-pipeline,Luca Moretti,Owen Brooks,follow-up open,inventory reservation deadlock,support ticket volume increased,ATLAS-1033,PR-11788,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2136,2019-08-13,2019-08-13,99,SEV2,loyalty-service,Samir Rao,Samir Rao,postmortem complete,feature flag misconfiguration,latency spike,ATLAS-5882,PR-8615,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2137,2019-08-17,2019-08-17,20,SEV3,payment-orchestrator,Ravi Patel,Iris Wang,resolved,database connection saturation,support ticket volume increased,ATLAS-3626,PR-7017,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2138,2019-08-21,2019-08-21,120,SEV3,search-recommendations,Ravi Patel,Yara Haddad,follow-up open,schema migration lock,orders delayed,ATLAS-5182,PR-9687,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2139,2019-08-22,2019-08-22,27,SEV3,loyalty-service,Anika Sharma,Jon Bell,resolved,cache stampede,checkout errors increased,ATLAS-1318,PR-8692,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2140,2019-08-26,2019-08-26,52,SEV3,pricing-engine,Dmitri Volkov,Nora Singh,follow-up open,feature flag misconfiguration,support ticket volume increased,ATLAS-4887,PR-6508,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2141,2019-08-29,2019-08-29,41,SEV4,checkout-api,Iris Wang,Jon Bell,resolved,database connection saturation,payment retries increased,ATLAS-5109,PR-5454,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2142,2019-08-30,2019-08-30,18,SEV4,analytics-pipeline,Owen Brooks,Kim Tan,resolved,tax provider latency,no customer impact detected,ATLAS-1351,PR-8591,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2143,2019-09-05,2019-09-05,196,SEV2,notification-service,Sara Novak,Samir Rao,postmortem complete,cache stampede,payment retries increased,ATLAS-1095,PR-7701,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2144,2019-09-09,2019-09-09,23,SEV4,inventory-reservation,Owen Brooks,Jon Bell,follow-up open,bad deployment,no customer impact detected,ATLAS-1326,PR-7786,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2145,2019-09-08,2019-09-08,57,SEV3,cart-service,Grace Kim,Mateo Garcia,resolved,bad deployment,latency spike,ATLAS-1508,PR-5212,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2146,2019-09-13,2019-09-13,21,SEV3,tax-service,Victor Silva,Ravi Patel,follow-up open,database connection saturation,checkout errors increased,ATLAS-1258,PR-5924,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2147,2019-09-15,2019-09-15,100,SEV3,loyalty-service,Luca Moretti,Samir Rao,resolved,bad deployment,payment retries increased,ATLAS-2135,PR-6702,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2148,2019-09-21,2019-09-21,65,SEV3,loyalty-service,Jon Bell,Maya Chen,resolved,cache stampede,latency spike,ATLAS-5648,PR-8122,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2149,2019-09-22,2019-09-22,55,SEV3,pricing-engine,Fatima Noor,Victor Silva,postmortem complete,cache stampede,orders delayed,ATLAS-3926,PR-7485,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2150,2019-09-25,2019-09-25,32,SEV3,order-ledger,Yara Haddad,Dmitri Volkov,resolved,database connection saturation,support ticket volume increased,ATLAS-1844,PR-7063,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2151,2019-10-01,2019-10-01,17,SEV4,tax-service,Harper Lee,Anika Sharma,postmortem complete,tax provider latency,latency spike,ATLAS-5784,PR-9166,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2152,2019-10-01,2019-10-01,60,SEV3,pricing-engine,Dmitri Volkov,Maya Chen,resolved,bad deployment,payment retries increased,ATLAS-4038,PR-11676,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2153,2019-10-06,2019-10-06,21,SEV4,pricing-engine,Fatima Noor,Grace Kim,postmortem complete,queue backlog,orders delayed,ATLAS-6078,PR-8933,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2154,2019-10-11,2019-10-11,5,SEV4,checkout-api,Noah Evans,Sara Novak,postmortem complete,database connection saturation,support ticket volume increased,ATLAS-1362,PR-11306,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2155,2019-10-13,2019-10-13,248,SEV1,pricing-engine,Elena Petrova,Victor Silva,resolved,schema migration lock,support ticket volume increased,ATLAS-5585,PR-11127,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2156,2019-10-17,2019-10-17,5,SEV4,order-ledger,Kim Tan,Nora Singh,resolved,queue backlog,support ticket volume increased,ATLAS-3063,PR-9471,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2157,2019-10-20,2019-10-20,84,SEV3,cart-service,Anika Sharma,Dmitri Volkov,follow-up open,payment provider timeout,orders delayed,ATLAS-4648,PR-9547,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2158,2019-10-23,2019-10-23,31,SEV3,cart-service,Noah Evans,Nora Singh,resolved,tax provider latency,payment retries increased,ATLAS-1896,PR-8115,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2159,2019-10-23,2019-10-23,26,SEV4,order-ledger,Elena Petrova,Victor Silva,resolved,queue backlog,latency spike,ATLAS-4898,PR-8890,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2160,2019-10-28,2019-10-28,17,SEV3,inventory-reservation,Noah Evans,Priya Nair,follow-up open,queue backlog,no customer impact detected,ATLAS-5510,PR-11748,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2161,2019-11-01,2019-11-01,61,SEV4,inventory-reservation,Dmitri Volkov,Aisha Khan,postmortem complete,bad deployment,orders delayed,ATLAS-4327,PR-5943,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2162,2019-11-02,2019-11-02,72,SEV3,payment-orchestrator,Anika Sharma,Luca Moretti,follow-up open,payment provider timeout,orders delayed,ATLAS-3192,PR-10539,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2163,2019-11-09,2019-11-09,8,SEV4,tax-service,Mateo Garcia,Noah Evans,follow-up open,tax provider latency,payment retries increased,ATLAS-5816,PR-5075,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2164,2019-11-11,2019-11-11,27,SEV3,pricing-engine,Luca Moretti,Theo Martin,postmortem complete,inventory reservation deadlock,orders delayed,ATLAS-1636,PR-9339,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2165,2019-11-13,2019-11-13,18,SEV3,loyalty-service,Luca Moretti,Kim Tan,resolved,queue backlog,latency spike,ATLAS-3079,PR-7839,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2166,2019-11-15,2019-11-15,143,SEV2,checkout-api,Samir Rao,Dmitri Volkov,follow-up open,tax provider latency,latency spike,ATLAS-3898,PR-12380,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2167,2019-11-22,2019-11-22,83,SEV3,checkout-api,Yara Haddad,Harper Lee,resolved,tax provider latency,payment retries increased,ATLAS-5773,PR-7658,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2168,2019-11-26,2019-11-26,109,SEV2,inventory-reservation,Harper Lee,Owen Brooks,follow-up open,schema migration lock,support ticket volume increased,ATLAS-4021,PR-5988,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
