support_id,created_at,customer,customer_tier,category,severity,service,status,owner,linked_jira,linked_incident,sentiment,summary,next_action
SUP-700093,2018-09-14,Summit Sports,internal,order confirmation delay,medium,tax-service,solved,Jon Bell,ATLAS-4915,,anxious,"Customer reported order confirmation delay around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700094,2018-09-15,Summit Sports,enterprise,inventory mismatch,low,auth-gateway,solved,Sara Novak,ATLAS-2934,PD-2802,positive,"Customer reported inventory mismatch around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700095,2018-09-16,BrightCart EU,enterprise,checkout failure,high,notification-service,monitoring,Mateo Garcia,ATLAS-4560,,negative,"Customer reported checkout failure around notification-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700096,2018-09-18,Summit Sports,self-serve,order confirmation delay,urgent,inventory-reservation,monitoring,Kim Tan,ATLAS-1362,PD-2426,positive,"Customer reported order confirmation delay around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700097,2018-09-17,UrbanMarket,enterprise,performance complaint,high,cart-service,pending engineering,Priya Nair,ATLAS-1577,PD-2252,neutral,"Customer reported performance complaint around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700098,2018-09-18,OmniStyle,mid-market,mobile session timeout,medium,inventory-reservation,solved,Yara Haddad,ATLAS-2529,,negative,"Customer reported mobile session timeout around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700099,2018-09-19,Vertex Outlet,self-serve,mobile session timeout,medium,notification-service,monitoring,Anika Sharma,ATLAS-2918,,blocked,"Customer reported mobile session timeout around notification-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700100,2018-09-22,Atlas Demo Customer,mid-market,order confirmation delay,urgent,order-ledger,escalated,Anika Sharma,ATLAS-5326,PD-2103,anxious,"Customer reported order confirmation delay around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700101,2018-09-23,Northstar Retail,enterprise,coupon issue,medium,analytics-pipeline,escalated,Aisha Khan,ATLAS-4672,PD-2779,blocked,"Customer reported coupon issue around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700102,2018-09-24,Cedar Pharmacy,self-serve,loyalty points missing,medium,search-recommendations,solved,Noah Evans,ATLAS-4546,PD-2663,neutral,"Customer reported loyalty points missing around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700103,2018-09-25,FreshNest Grocery,internal,coupon issue,medium,search-recommendations,monitoring,Owen Brooks,ATLAS-4058,,blocked,"Customer reported coupon issue around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700104,2018-09-26,UrbanMarket,self-serve,payment retry,medium,loyalty-service,pending engineering,Noah Evans,ATLAS-5846,,anxious,"Customer reported payment retry around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700105,2018-09-26,FreshNest Grocery,enterprise,coupon issue,high,loyalty-service,open,Noah Evans,ATLAS-4655,,anxious,"Customer reported coupon issue around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700106,2018-09-28,Cedar Pharmacy,mid-market,coupon issue,medium,notification-service,escalated,Grace Kim,ATLAS-4322,PD-2181,blocked,"Customer reported coupon issue around notification-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700107,2018-09-29,BrightCart EU,mid-market,tax mismatch,medium,search-recommendations,open,Kim Tan,ATLAS-2229,PD-2359,blocked,"Customer reported tax mismatch around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700108,2018-09-29,Harbor Books,enterprise,checkout failure,medium,order-ledger,pending engineering,Elena Petrova,ATLAS-4297,,blocked,"Customer reported checkout failure around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700109,2018-09-30,BrightCart EU,mid-market,payment retry,medium,payment-orchestrator,pending engineering,Harper Lee,ATLAS-3131,PD-2282,negative,"Customer reported payment retry around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700110,2018-10-01,Cedar Pharmacy,self-serve,loyalty points missing,medium,cart-service,monitoring,Harper Lee,ATLAS-4181,,negative,"Customer reported loyalty points missing around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700111,2018-10-02,Northstar Retail,mid-market,performance complaint,low,notification-service,open,Jon Bell,ATLAS-2360,,positive,"Customer reported performance complaint around notification-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700112,2018-10-05,OmniStyle,internal,loyalty points missing,high,cart-service,open,Samir Rao,ATLAS-6005,,anxious,"Customer reported loyalty points missing around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700113,2018-10-04,Harbor Books,mid-market,order confirmation delay,low,cart-service,escalated,Ben Carter,ATLAS-5407,,positive,"Customer reported order confirmation delay around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700114,2018-10-08,Atlas Demo Customer,enterprise,checkout failure,high,auth-gateway,escalated,Iris Wang,ATLAS-3829,PD-2625,anxious,"Customer reported checkout failure around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700115,2018-10-08,UrbanMarket,self-serve,tax mismatch,medium,cart-service,escalated,Luca Moretti,ATLAS-5706,,positive,"Customer reported tax mismatch around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700116,2018-10-10,FreshNest Grocery,internal,tax mismatch,medium,auth-gateway,pending engineering,Owen Brooks,ATLAS-1942,,negative,"Customer reported tax mismatch around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
