experiment_id,start_date,quarter,channel,service,experiment_name,status,sample_size,control_conversion_pct,variant_conversion_pct,lift_pct,operational_note,linked_jira,decision_note
EXP-00131,2018-10-24,2018-Q4,partner-api,pricing-engine,payment retry UX,inconclusive,238989,72.95,75.39,2.43,no clear impact,ATLAS-1573,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00132,2018-10-25,2018-Q4,android,notification-service,loyalty prompt,running,220329,88.65,84.52,-4.13,latency increased,ATLAS-5980,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00133,2018-10-26,2018-Q4,android,order-ledger,loyalty prompt,running,211143,87.71,90.03,2.33,latency neutral,ATLAS-2049,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00134,2018-10-27,2018-Q4,ios,inventory-reservation,checkout button copy,won,86687,85.1,84.13,-0.97,latency increased,ATLAS-4239,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00135,2018-10-28,2018-Q4,mobile-web,search-recommendations,checkout button copy,inconclusive,181281,78.97,78.54,-0.42,support tickets increased,ATLAS-4835,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00136,2018-10-29,2018-Q4,web,notification-service,inventory warning,lost,121239,72.6,72.27,-0.33,latency increased,ATLAS-3480,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00137,2018-10-30,2018-Q4,partner-api,auth-gateway,coupon fallback,won,121511,81.54,83.18,1.63,support tickets increased,ATLAS-2087,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00138,2018-11-01,2018-Q4,ios,checkout-api,inventory warning,draft,144760,75.37,75.33,-0.03,latency neutral,ATLAS-1465,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00139,2018-11-02,2018-Q4,mobile-web,checkout-api,coupon fallback,rolled back,85780,75.35,75.84,0.49,latency increased,ATLAS-6018,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00140,2018-11-03,2018-Q4,android,payment-orchestrator,payment retry UX,draft,211088,89.78,89.32,-0.46,latency neutral,ATLAS-5002,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00141,2018-11-04,2018-Q4,store-kiosk,payment-orchestrator,loyalty prompt,draft,238642,87.29,91.9,4.61,support tickets increased,ATLAS-5616,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00142,2018-11-05,2018-Q4,partner-api,order-ledger,checkout button copy,rolled back,32023,88.67,88.34,-0.33,conversion improved,ATLAS-3999,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00143,2018-11-06,2018-Q4,android,loyalty-service,checkout button copy,won,229503,80.99,84.19,3.19,latency neutral,ATLAS-6155,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00144,2018-11-07,2018-Q4,ios,pricing-engine,loyalty prompt,inconclusive,41101,75.17,73.03,-2.14,support tickets increased,ATLAS-2079,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00145,2018-11-08,2018-Q4,ios,analytics-pipeline,one-click reorder,rolled back,118529,84.79,87.33,2.54,support tickets increased,ATLAS-2996,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00146,2018-11-10,2018-Q4,mobile-web,search-recommendations,one-click reorder,inconclusive,192930,77.25,80.58,3.33,latency increased,ATLAS-2467,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00147,2018-11-11,2018-Q4,mobile-web,notification-service,inventory warning,running,8152,82.2,85.22,3.02,latency increased,ATLAS-3411,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00148,2018-11-12,2018-Q4,store-kiosk,cart-service,checkout button copy,inconclusive,195156,89.56,89.74,0.18,support tickets increased,ATLAS-5038,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00149,2018-11-13,2018-Q4,partner-api,order-ledger,tax quote cache,lost,205476,73.53,74.95,1.42,latency neutral,ATLAS-5963,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00150,2018-11-14,2018-Q4,web,analytics-pipeline,loyalty prompt,draft,26688,73.85,76.48,2.63,latency neutral,ATLAS-6008,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00151,2018-11-15,2018-Q4,web,payment-orchestrator,address validation,inconclusive,33950,76.85,77.56,0.71,no clear impact,ATLAS-2734,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00152,2018-11-16,2018-Q4,store-kiosk,pricing-engine,tax quote cache,running,94057,81.23,80.63,-0.6,support tickets increased,ATLAS-4898,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00153,2018-11-17,2018-Q4,ios,auth-gateway,loyalty prompt,inconclusive,14021,84.21,83.48,-0.73,latency neutral,ATLAS-4942,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00154,2018-11-18,2018-Q4,ios,inventory-reservation,tax quote cache,rolled back,31045,87.89,84.93,-2.96,latency neutral,ATLAS-1768,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00155,2018-11-20,2018-Q4,store-kiosk,loyalty-service,address validation,won,43633,86.5,83.08,-3.43,conversion improved,ATLAS-4272,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00156,2018-11-21,2018-Q4,mobile-web,notification-service,tax quote cache,won,116102,72.62,74.34,1.72,support tickets increased,ATLAS-5242,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00157,2018-11-22,2018-Q4,android,search-recommendations,payment retry UX,rolled back,145008,79.27,81.22,1.95,support tickets increased,ATLAS-3284,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00158,2018-11-23,2018-Q4,store-kiosk,inventory-reservation,coupon fallback,rolled back,201519,78.18,80.58,2.4,conversion improved,ATLAS-5805,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00159,2018-11-24,2018-Q4,partner-api,inventory-reservation,coupon fallback,draft,87905,75.48,75.76,0.29,conversion improved,ATLAS-1473,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00160,2018-11-25,2018-Q4,store-kiosk,checkout-api,inventory warning,running,87033,86.66,86.85,0.18,no clear impact,ATLAS-2779,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00161,2018-11-26,2018-Q4,mobile-web,search-recommendations,address validation,draft,148662,77.6,82.01,4.41,support tickets increased,ATLAS-1451,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00162,2018-11-27,2018-Q4,store-kiosk,loyalty-service,address validation,won,71789,76.42,75.95,-0.47,no clear impact,ATLAS-2157,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00163,2018-11-29,2018-Q4,ios,loyalty-service,address validation,inconclusive,161014,74.18,74.6,0.42,support tickets increased,ATLAS-5919,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00164,2018-11-30,2018-Q4,store-kiosk,pricing-engine,payment retry UX,inconclusive,31856,73.37,73.99,0.62,support tickets increased,ATLAS-1784,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00165,2018-12-01,2018-Q4,android,checkout-api,address validation,lost,186294,86.62,87.55,0.93,support tickets increased,ATLAS-2524,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00166,2018-12-02,2018-Q4,store-kiosk,loyalty-service,tax quote cache,rolled back,91775,90.62,89.51,-1.11,conversion improved,ATLAS-2002,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00167,2018-12-03,2018-Q4,ios,pricing-engine,checkout button copy,running,11145,73.42,72.9,-0.52,conversion improved,ATLAS-5804,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00168,2018-12-04,2018-Q4,web,loyalty-service,loyalty prompt,running,214058,77.66,82.4,4.74,conversion improved,ATLAS-4050,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00169,2018-12-05,2018-Q4,partner-api,notification-service,inventory warning,won,199013,87.97,89.55,1.58,conversion improved,ATLAS-2606,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00170,2018-12-06,2018-Q4,store-kiosk,cart-service,inventory warning,won,160752,72.04,71.41,-0.64,latency increased,ATLAS-5325,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00171,2018-12-07,2018-Q4,ios,tax-service,one-click reorder,inconclusive,105579,80.35,80.54,0.18,no clear impact,ATLAS-1902,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00172,2018-12-09,2018-Q4,ios,loyalty-service,coupon fallback,lost,162714,82.32,83.31,0.99,no clear impact,ATLAS-3058,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00173,2018-12-10,2018-Q4,web,tax-service,loyalty prompt,draft,151649,78.15,79.12,0.97,no clear impact,ATLAS-1332,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00174,2018-12-11,2018-Q4,mobile-web,analytics-pipeline,checkout button copy,running,208477,77.03,76.82,-0.21,conversion improved,ATLAS-3838,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00175,2018-12-12,2018-Q4,mobile-web,cart-service,address validation,lost,6209,87.47,84.57,-2.9,support tickets increased,ATLAS-4580,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00176,2018-12-13,2018-Q4,partner-api,loyalty-service,payment retry UX,rolled back,143006,77.55,75.89,-1.66,latency increased,ATLAS-2399,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00177,2018-12-14,2018-Q4,web,pricing-engine,loyalty prompt,rolled back,50707,87.59,89.52,1.93,no clear impact,ATLAS-5008,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00178,2018-12-15,2018-Q4,partner-api,cart-service,one-click reorder,won,167368,88.12,90.74,2.61,latency increased,ATLAS-5231,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00179,2018-12-16,2018-Q4,web,cart-service,loyalty prompt,lost,96782,86.24,86.96,0.72,support tickets increased,ATLAS-1525,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00180,2018-12-17,2018-Q4,web,tax-service,tax quote cache,inconclusive,211649,79.18,84.98,5.8,no clear impact,ATLAS-3694,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
